 ==> 0.0027642056052
Kit, Chunyu ==> 0.000224513689032
Wong, Fai ==> 6.9969282463e-05
Kurimo, Mikko ==> 0.000134534029664
Ibrahim, Hussny ==> 2.48544946585e-05
GaÅ¡iÄ‡, Milica ==> 3.7133853011e-05
Pietsch, Christian ==> 1.77525244462e-05
Ravindran, Balaraman ==> 2.87191089234e-05
Ramisch, Carlos ==> 4.04206898121e-05
De Li, Erika F. ==> 2.3632550121e-05
Farrell, Robert ==> 4.45592517831e-05
Frey, David ==> 2.04161293985e-05
Djordjevic, Bojan ==> 4.39444666377e-05
Tinkham, Nancy L. ==> 8.96718488881e-05
Zhang, Lei ==> 8.50797329109e-05
Rabbat, Michael ==> 2.23009011271e-05
Chappell, Alan ==> 4.52304879608e-05
Mark, Kevin ==> 2.60501372501e-05
Barwise, Jon ==> 2.9533160061e-05
Kuper, Jan ==> 2.51584674378e-05
Feng, Yuanyong ==> 4.09204056396e-05
Bojar, OndÅ™ej ==> 0.000328299698731
Rue, Henrik ==> 1.80086429413e-05
Jun, Zhao ==> 2.04760178285e-05
McInnes, Bridget Thomson ==> 7.00410726742e-05
Culotta, Aron ==> 0.000366653464695
Hasegawa, Toshihiro ==> 2.92010996904e-05
De Beule, Joachim ==> 3.38172942725e-05
Piat, Gerald ==> 4.37548603016e-05
Kononenko, I. S. ==> 0.000111284219898
Katrin, Tomanek ==> 5.09039185104e-05
Not, Elena ==> 3.96657965407e-05
McNeill, Fiona ==> 4.85638080182e-05
Yllmaz, Okan ==> 2.03796496464e-05
Matsuda, Shigeki ==> 1.88590584691e-05
Yao, Tianshun ==> 3.343128328e-05
Carpuat, Marine ==> 0.000526018407473
Zhang, Min ==> 0.000947251970669
Kawtrakul, Asanee ==> 0.000123265332847
Lin, Koong H. C. ==> 2.64692187514e-05
Sakai, Hiroyuki ==> 4.2794591701e-05
Shen, Libin ==> 0.000617949478777
Kozlowski, Raymond ==> 4.12152119129e-05
Noamany, Mohamed ==> 5.51334871077e-05
Tseng, Shu-Chuan ==> 3.35417238014e-05
Castelli, Vittorio ==> 3.22933728979e-05
Wu, Haodong ==> 5.45681018584e-05
Ferguson, William ==> 0.000107546527747
Kruijff-Korbayova, Ivana ==> 0.000254957960679
Su, Ying-Shan ==> 0.000117249182934
Bogers, Toine ==> 5.84560643524e-05
Krupka, George R. ==> 0.000335776916057
Frishkoff, Gwen ==> 4.21264401974e-05
Kiefer, Bernd ==> 0.000325635975594
Okajima, Atsushi ==> 6.21755332675e-05
McClanahan, Peter ==> 7.92498823217e-05
Low, Jin Kiat ==> 0.000280923524031
Wong, Daniel ==> 0.000238906492885
Shah, Ritesh M. ==> 4.43648158312e-05
Adams, Jeff ==> 2.51587713557e-05
Aidinejad, Homa ==> 7.6783646831e-05
Dias, Gael ==> 0.00010316289614
Hoser, Iris ==> 4.98389439889e-05
Matsukawa, Tomoyoshi ==> 0.000109421273145
Musillo, Gabriele ==> 0.000217548428591
Seville, Helen ==> 3.44072570963e-05
Meddeb-Hamrouni, Boubaker ==> 3.48571311995e-05
Johnson, David E. ==> 0.000108401624242
Uzuner, Özlem ==> 7.89892066944e-05
Samn, Valerie ==> 6.66695851229e-05
Sabin, Roberta ==> 1.9239661911e-05
Zhao, Shaojun ==> 7.82575859912e-05
Niedermair, Gerh. Th. ==> 2.97448632363e-05
Machi, Filip ==> 2.04770498183e-05
Cumming, Susanna ==> 3.88041425934e-05
Cunningham, Hamish ==> 0.000932330047591
Gillick, Laurence S. ==> 0.000288684410819
Shan, Chung-Chieh ==> 1.85419200024e-05
Borrajo, Daniel ==> 1.80816003594e-05
Gupta, Surabhi ==> 0.000109074873305
Blache, Philippe ==> 0.000139475072881
Sagawa, Hirohiko ==> 3.1727939669e-05
Slinko, Elena ==> 7.43096174045e-05
Billing Jr., Floyd H. ==> 5.04216038707e-05
Kubo, Junko ==> 2.07369644348e-05
Tao, Jianhua ==> 2.00294687192e-05
Lau, Raymond ==> 6.40389825667e-05
Maskey, Sameer ==> 2.14066936897e-05
Wachtel, Tom ==> 3.99005700567e-05
Bouchard, Alexandre ==> 3.48044473426e-05
Conklin, E. Jeffrey ==> 4.56078434261e-05
Pingali, Prasad ==> 5.42166587804e-05
Santamaria, Celina ==> 3.28027354772e-05
Llorens, D. ==> 2.73909016952e-05
Krasnyanskaya, Anna ==> 5.97230567381e-05
Ooshima, Yoshimitsu ==> 5.84298975534e-05
Young, R. Michael ==> 4.31688871556e-05
Zbib, Rabih ==> 2.76882842581e-05
Pardo, Thiago A. S. ==> 2.00979251704e-05
Li, Naicong ==> 6.11670451856e-05
Eubank, Stephen ==> 0.000133228139178
AI-Adhaileh, Mosleh Hmoud ==> 2.82374331179e-05
Jin, Rong ==> 0.000116716648591
Mills, Russell ==> 2.3118833852e-05
Janin, Adam ==> 9.54476991622e-05
Van Hage, Willem Robert ==> 2.00757205565e-05
Lin, Chih-Lung ==> 3.19420103407e-05
Wilson, George ==> 0.000303192605193
Grisoli, Fabrizio ==> 4.24344490102e-05
Zhang, Li ==> 0.000100034921932
Walter, Stephan ==> 4.96238103078e-05
Takashima, Yosuke ==> 0.000102094767348
Mauri, Giancarlo ==> 3.0876914729e-05
Thadani, Kapil ==> 3.19248556718e-05
Ayuso, Damaris M. ==> 0.000668855981016
Chen, Chaomei ==> 1.93531241544e-05
Rohwer, Richard ==> 6.03758354565e-05
Van Oostendorp, Marc ==> 2.39322391928e-05
Jordan, Pamela W. ==> 0.000158039237183
Cai, Junfu ==> 6.46710308576e-05
Lagus, Tommi ==> 3.18396488648e-05
Wenderoth, Johanna ==> 6.98675594453e-05
Gregory, Howard ==> 3.17794840119e-05
Wang, Zhuoran ==> 3.83228748631e-05
Sierra, Basilio ==> 3.71081447552e-05
Jin, Zhihui ==> 4.14821631847e-05
Lv, Bibo ==> 3.98184233073e-05
Samuel, Kenneth ==> 0.000121244689629
D'Alessio, Stephen ==> 2.10023454923e-05
Kita, Kenji ==> 2.59052269724e-05
Wu, Chien-Ping ==> 2.99111955608e-05
Kohlhase, Michael ==> 3.4809580333e-05
Banko, Michele ==> 0.000415008752797
Stührenberg, Maik ==> 2.07947749279e-05
Joty, Shafiq R. ==> 5.35670828602e-05
Divjak, Dagmar ==> 2.73794167308e-05
Angelova, Galia ==> 6.99855412692e-05
CeauÅŸu, Alexandru ==> 9.71485575716e-05
Fitzpatrick, Eileen ==> 0.000133960534772
Dumouchel, P. ==> 2.24015322107e-05
Breck, Eric ==> 0.000267361700823
Whyte, Bill ==> 3.51600019511e-05
Raffaelli, Remo ==> 1.90376584334e-05
Gonzalo, Julio ==> 0.000395602696985
Portele, Thomas ==> 3.1821697114e-05
Weber, Andrea ==> 5.44211178392e-05
Chiou, Fu-Dong ==> 0.000183616338461
Levine, Michelle ==> 4.46922750861e-05
Foster, Jennifer ==> 0.000129287957159
Concepcion, Kristian ==> 9.70647270085e-05
Swier, Robert ==> 9.72311422916e-05
Dalbelo BaÅ¡iÄ‡, Bojana ==> 2.35620806624e-05
Li, Chunping ==> 3.57715549221e-05
Marino, Massimo ==> 3.65487744782e-05
Tbahriti, Imad ==> 6.39413558352e-05
Simmons, Robert F. ==> 9.17366415118e-05
James, Frankie ==> 0.000120975292002
Barnden, J.A. ==> 2.86403744535e-05
Bertran, Manuel ==> 3.05940529021e-05
Holden, Natsuko ==> 6.22082807335e-05
Taylor, Lara ==> 7.5084146207e-05
Siskind, Jeffrey Mark ==> 0.000206643045627
Navigli, Roberto ==> 0.000332525997825
Gómez-Rodríguez, Carlos ==> 6.01775511808e-05
Varjokallio, Matti ==> 4.97797631965e-05
Mann, William C. ==> 0.000230273640539
Nam, Jee-Sun ==> 4.03743370365e-05
Zorn, Hans-Peter ==> 7.29401017385e-05
Martinez, David ==> 0.000506093575469
Yang, Charles D. ==> 9.92919719696e-05
Fischer, Markus ==> 5.04073417742e-05
Csomai, Andras ==> 0.00010191281982
Tan, Chew Lim ==> 0.000875057600355
Junping, Gong ==> 2.00191769318e-05
Chen, Yin ==> 3.53501146947e-05
Dubuc, Julien ==> 2.19048345559e-05
Hung, Chen-Ming ==> 1.98232908207e-05
Verastegui, Nelson ==> 4.46843626386e-05
Bates, Madeleine ==> 0.000614221752389
Abe, Akinori ==> 1.98283227767e-05
Kehler, Andrew ==> 0.000436692812551
Qian, Xian ==> 4.21408300829e-05
Rieger III, Charles J. ==> 5.09090803889e-05
Takeichi, Nobuyuki ==> 5.84298975534e-05
Lemmons, Maarten ==> 3.26011180346e-05
Damnati, Géraldine ==> 6.42321795464e-05
Parkison, Roger C. ==> 1.79375499407e-05
El Hadi, Widad Mustafa ==> 1.89941366241e-05
Corbett, Peter T. ==> 8.65176109269e-05
Vilain, Marc B. ==> 0.000709522931454
Delisle, Sylvain ==> 4.99627219777e-05
Tur, Gokhan ==> 0.000337352095441
Canzhong, Wu ==> 4.67495611268e-05
Bares, William H. ==> 1.99568689929e-05
Xia, Yunqing ==> 0.000126661878878
Cathcart, Nicola ==> 3.19806267098e-05
Li, ShuangLong ==> 3.09000936978e-05
Tadashi, Kamiwaki ==> 1.90994027933e-05
Karkaletsis, Vangelis ==> 6.97710957e-05
Och, Franz Josef ==> 0.00473120760101
Thomason, Richmond H. ==> 5.37836304666e-05
Marzelou, Evi ==> 1.92920817212e-05
Nemec, Petr ==> 3.04903449141e-05
Shawe-Taylor, John ==> 3.83228748631e-05
Yamanishi, Kenji ==> 5.05391246115e-05
Bhattacharya, Indrajit ==> 5.33180009702e-05
Lefever, Els ==> 6.0302837202e-05
Greenfield, Peter ==> 1.96272665014e-05
LuperFoy, Susann ==> 0.000171269093799
Gurevich, Olga ==> 2.057360522e-05
Hao, Yanfen ==> 6.30629925929e-05
Cesar, Christian ==> 3.67603710029e-05
Miura, Mitsugu ==> 1.92061610452e-05
Knecht, Laura E. ==> 3.36662079096e-05
Màrquez, Lluís ==> 5.70247848566e-05
Cristianini, Nello ==> 5.75043023196e-05
Abramson, Harvey ==> 2.22270147409e-05
Sanchez, Olivia ==> 2.04587697948e-05
Ryu, Pum-Mo ==> 3.57312679043e-05
Emery, Gary ==> 2.55353467582e-05
Hsueh, Pei-Yun ==> 0.000115502174825
Kanovich, Max I. ==> 9.71660725972e-05
Mueller, Christoph ==> 0.000118014780475
Fisher, David ==> 0.000217414780228
Miliaraki, Spyridoula ==> 8.30625083653e-05
Gerdes, Kim ==> 5.51293353605e-05
Ng, Hong-I ==> 1.9650156972e-05
Kim, Heejin ==> 2.63399340761e-05
Chung, Grace ==> 4.88483475439e-05
Leuski, Anton ==> 6.72460803903e-05
Lehmberg, Timm ==> 2.21463913876e-05
Sudoh, Katsuhito ==> 4.17352707961e-05
Hamza, Oana ==> 4.03622340294e-05
Abracos, Jose ==> 3.00103008072e-05
Cettolo, Mauro ==> 4.14474706911e-05
Neff, Mary S. ==> 0.000362966150474
Greiner, Wiley ==> 2.07126821257e-05
Bigham, Jeffrey ==> 5.73190054775e-05
Allan, James ==> 8.67067117834e-05
Proudian, Derek ==> 0.000103087581559
Minnen, Guido ==> 0.000333607093863
Stys-Budzikowska, Margo ==> 0.000250908488435
Varges, Sebastian ==> 0.000203715494035
Emerson, Thomas ==> 0.000215842338808
Van Eynde, Frank ==> 6.38173928327e-05
Haas, Andrew R. ==> 0.000120452985749
Zhang, Yaozhong ==> 4.40952884668e-05
Koller, Alexander ==> 0.000333987893542
Cloete, Ian ==> 4.95602347993e-05
Takeuchi, Hironori ==> 3.60822800695e-05
Thitima, Jamjanya ==> 4.36346791979e-05
Brown, Ralf D. ==> 0.000309348061473
Tsuji, Keita ==> 7.17884640254e-05
Jager, Samson de ==> 1.96081894932e-05
Gao, Wei ==> 4.8019502607e-05
Kim, Mi-Young ==> 8.85313347123e-05
Li, Ying ==> 2.07377134708e-05
Hiraga, Yuzuru ==> 0.000111284219898
Berry-Rogghe, Genevieve ==> 2.27101880276e-05
Sprague, Colin ==> 3.73463134593e-05
de Gemmis, Marco ==> 2.93420050359e-05
Elsayed, Tamer ==> 2.01316116056e-05
Lee, Sung-Jin ==> 3.75827788323e-05
Zimak, Dav ==> 0.000187640753111
Pilon, Sulene ==> 2.2023169179e-05
Fung, Pascale N. ==> 0.000932527956869
El Demerdash, Osama ==> 3.03939584566e-05
Choi, Key-Sun ==> 0.000612836171048
Li, Wei-Chuan ==> 6.18153745017e-05
Yan, Su ==> 2.41109400243e-05
Lacoste-Julien, Simon ==> 0.000131070016349
Satoh, Kenji ==> 0.000128033789404
Ding, Shilin ==> 9.50970623874e-05
Fujii, Atsushi ==> 0.000460802529668
Deutsch, Barbara G. ==> 1.81978593216e-05
Yankova, Milena ==> 4.52427329104e-05
Yasutake, Masako ==> 4.42091539979e-05
Stuttle, Matthew ==> 3.68016075358e-05
Saint-Amand, Hervé ==> 5.65016812808e-05
Clark, Brady ==> 6.49764365019e-05
Maloney, John ==> 5.14418693802e-05
Narin'yani, A. S. ==> 0.000111284219898
Adreevskaia, Alina ==> 4.50591445772e-05
De Cordoba, Ricardo ==> 3.84120576257e-05
Goodine, David ==> 0.000399443970257
Lhomme, Stanislas ==> 2.4826611066e-05
Shamir, Eli ==> 3.4344608788e-05
Fortu, Ovidiu ==> 6.62419129929e-05
Dungan, Jennifer ==> 2.49991132234e-05
Neely, Howard ==> 1.90838607843e-05
Ferret, Olivier ==> 0.000217849637091
De Souza, Clarisse Sieckenius ==> 1.78373771823e-05
Xuan-Jing, Huang ==> 5.23670159784e-05
Arregi, Xabier ==> 0.000102278315859
Millward, Scott ==> 1.90838607843e-05
Moschitti, Alessandro ==> 0.000782833999499
Guo, Yuqing ==> 8.76730600435e-05
Hedberg, Nancy ==> 3.96870806439e-05
Watanabe, Hideo ==> 0.000330107521392
MÃ¡rquez, LluÃ­s ==> 6.15276404985e-05
Yamada, Hiroyasu ==> 1.89730933376e-05
Okunishi, Toshiyuki ==> 3.51150353428e-05
Lee, Dongwon ==> 3.54275134868e-05
Ji, Donghong ==> 0.000398096191371
Bhagat, Rahul ==> 0.000172574476239
Halbert, Ariane ==> 3.19620500259e-05
Figa, Elizabeth ==> 9.06472264809e-05
Sagerer, Gerhard ==> 2.65576673281e-05
Olawsky, Duane E. ==> 3.30244837298e-05
Malavazosi, Christos ==> 4.58396222176e-05
Oliva, Karel ==> 0.000177923604779
Van Erk, Sebastiaan ==> 0.000118866962517
Maji, Hemanta K. ==> 5.61818612767e-05
Ye, Patrick ==> 5.65660208585e-05
Perlin, Mark ==> 1.79000223037e-05
Mohammed, Altaf ==> 2.37619264584e-05
Wang, Chi-Shing ==> 9.21054140034e-05
Saito, Yoshimi ==> 4.8126824772e-05
Masuda, Katsuya ==> 0.000104927196762
Helmreich, Stephen ==> 4.95851343673e-05
Goddeau, David ==> 0.000152068784053
Koehler, Florian ==> 2.03024323675e-05
Parker, Paul ==> 4.20391310659e-05
McLauchlan, Mark ==> 7.17756472703e-05
Biswas, Pradipta ==> 3.46785179973e-05
Shih, Hsue-Hueh ==> 2.76530030707e-05
Tahaghoghi, S. M. M. ==> 4.5042029264e-05
Willett, Peter ==> 2.81177217349e-05
Skopeteas, Stavros ==> 2.1821728263e-05
KAMEI, Shin-ichiro ==> 0.000121649028555
Manov, Dimitar ==> 3.01954233567e-05
Sonnenhauser, Barbara ==> 1.9212456159e-05
Segami, Carlos ==> 6.0426532745e-05
Ro, Atle ==> 1.95777988347e-05
Eisner, Jason M. ==> 0.00131728201393
Kirtman, Smart E. ==> 6.02557615542e-05
Olsson, Leif-Joran ==> 2.75111167128e-05
Miyai, Hitoshi ==> 6.37287718189e-05
Pastra, Katerina ==> 2.27997209069e-05
Fernandez, Gabriela ==> 3.1146334117e-05
Chauche, J. ==> 6.7272054039e-05
Goertzel, Ben ==> 3.96314361134e-05
Hung, Chihli ==> 2.92960436563e-05
Neves, Mariana ==> 2.15524131769e-05
Lang, Bernard ==> 0.00011360316248
Lebeth, Kai ==> 3.82641542674e-05
Garcia Varea, Ismael ==> 4.04306659859e-05
Cutting, Douglass ==> 0.000423198572617
Brzoska, Christoph ==> 2.20482354463e-05
Agustini, Alexandre ==> 9.24638246472e-05
Moreno, Lidia ==> 0.000111474888859
Heintze, Silvan ==> 4.20494946007e-05
Berber Sardinha, Tony ==> 2.16795283711e-05
Cyphers, D. Scott ==> 3.42067793074e-05
Jutras, Jean-Marc ==> 3.93135211308e-05
Schachtl, Stefanie ==> 4.2785091393e-05
Åžtefanescu, Dan ==> 8.43264684946e-05
Mohanty, Surya ==> 6.78002070011e-05
Nakamura, Teigo ==> 3.32696755175e-05
Vasserman, Alexander ==> 0.000263031152212
Galescu, Lucian ==> 2.43725998207e-05
Guillemin-Lanne, Sylvie ==> 2.31204452197e-05
Buckwalter, Tim ==> 3.20662435469e-05
Huang, Zhiheng ==> 4.36400037187e-05
Horiuchi, Y. ==> 3.62554614421e-05
Fonollosa, José A. R. ==> 0.000369775875278
Phillips, Michael ==> 0.000612084130506
Motta, Enrico ==> 4.52649082286e-05
Barbu, Catalina ==> 4.3950492266e-05
Pao, Christine ==> 0.000124535009939
Albright, Adam ==> 5.04332232785e-05
Fulop, Sean A. ==> 4.01742892415e-05
Thompson, Cynthia A. ==> 6.27923787494e-05
Caselli, Tommaso ==> 4.90579442679e-05
Seghezzi, Natalia ==> 3.83209485916e-05
Cohen, Jordan R. ==> 3.78770944917e-05
Soliast, Teresa ==> 2.70540720388e-05
Nedobejkine, Nicolas ==> 0.00010202307427
Heidorn, George E. ==> 0.000399805015692
Chitrao, Mahesh V. ==> 9.96265097636e-05
Molina-Salgado, Hugo ==> 1.81002308589e-05
Grenager, Trond ==> 0.000335554218635
Sethy, Abhinav ==> 2.72960650782e-05
Pittman, James A. ==> 8.8340889174e-05
Zhang, Tong ==> 0.000418274815139
Smolka, Gert ==> 4.27868957084e-05
Russell, William ==> 2.98183989114e-05
Dozier, Christopher C. ==> 4.97366688458e-05
Meuse, Paul C. ==> 6.02557615542e-05
Takiyama, M. ==> 4.3211321207e-05
Peters, Wim ==> 5.67440169533e-05
Hajdinjak, Melita ==> 3.16322656807e-05
Xiong, Deyi ==> 0.000286933520991
Snyder, Kieran ==> 2.58051714101e-05
Anastasakos, Anastasios ==> 5.29541203486e-05
Crouch, Keith ==> 2.57654808261e-05
Wen, Yingying ==> 0.000131973514859
Gegg-Harrison, Whitney ==> 2.99181150815e-05
Sanyal, Ratna ==> 2.10796640779e-05
Nedellec, Claire ==> 3.44586459922e-05
Lee, Seungwoo ==> 7.02424826017e-05
Blower, Paul E. ==> 5.90918572331e-05
Heine, Julia E. ==> 3.06540342687e-05
Korst, Jan ==> 3.37648798289e-05
Kulick, Seth ==> 0.000329090756182
Singh, Anil Kumar ==> 0.000158140691983
Tanaka, Hozumi ==> 0.000490969487891
Hellwig, Peter ==> 0.000108685327946
Weber Russell, Sylvia ==> 2.09333370303e-05
Peters, Lee ==> 2.14525784182e-05
Thurmair, Gregor ==> 0.00010046658163
Webster, Jonathan J. ==> 7.76575571826e-05
Takezawa, Toshiyuki ==> 7.8041157932e-05
Leung, Hong C. ==> 0.00032674481706
Yamron, Jonathan ==> 6.16008421807e-05
Taussig, Kelsey ==> 2.9958597544e-05
Yamamoto, Eiko ==> 7.64509369735e-05
Stenchikova, Svetlana ==> 3.6137330534e-05
Gaoying, Cui ==> 2.48177587385e-05
Sun, Weiwei ==> 3.31717545523e-05
Becker, Joseph D. ==> 0.000114604490892
Meharg, Fergus ==> 2.18852814393e-05
Amir, Amihood ==> 3.66867178216e-05
Spitz, A. Lawrence ==> 4.35240167218e-05
Leusch, Gregor ==> 9.90694028967e-05
Hobbs, Reginald ==> 2.27997209069e-05
Bos, Edwin ==> 4.67035555868e-05
Mohler, Michael ==> 3.1873669913e-05
Karlgren, Hans ==> 6.30028432861e-05
Siegel, Melanie ==> 0.000242604860561
Carl, Michael ==> 0.000172612854636
Müller, Christof E. ==> 4.00031213608e-05
Hunnicutt, M. Sharon ==> 4.63172996569e-05
Hamon, Thierry ==> 7.87000473989e-05
Martin-Valdivia, Maria Teresa ==> 5.0513403638e-05
Goodrum, Richard ==> 0.000102665144668
Hanneforth, Thomas ==> 1.99125869309e-05
Li, Yin ==> 2.72795367832e-05
Petzell, Malin ==> 1.86924661236e-05
Wanner, Leo ==> 0.000225732476219
Ambati, Vamshi ==> 8.67652175407e-05
L'Homme, Marie-Claude ==> 3.4132107296e-05
Perez, Fernando Saenz ==> 2.44734850069e-05
Gabor, Kata ==> 3.48708067814e-05
Harkema, Henk ==> 5.16668899642e-05
Dinu, Georgiana ==> 2.35768841574e-05
Tateisi, Yuka ==> 0.000272990795645
Sokolova, Marina ==> 4.6288296486e-05
Liu, Xiaoyue ==> 6.16938882629e-05
Chen, Kuang-Hua ==> 0.000120001830773
Hochberg, Judith ==> 4.91751201183e-05
Huber, Edmund ==> 2.90947031321e-05
Mykowiecka, Agnieszka ==> 2.0518907687e-05
Zhao, Tiejun ==> 0.000209492541044
Walker, Elbert ==> 5.47045039516e-05
Liao, Shasha ==> 2.02869874796e-05
Huang, Jing ==> 3.37820266045e-05
Hardt, Daniel ==> 0.000151027762351
Tian, Yan ==> 2.41864931389e-05
Zhai, ChengXiang ==> 0.00036111223148
Dologlou, Yannis ==> 2.93762475834e-05
Yona, Shlomo ==> 3.55246626697e-05
Hayashi, Yoshihiko ==> 3.98947465064e-05
Mana, Nadia ==> 4.34508111306e-05
Iida, Hitoshi ==> 0.000396158708964
Bourigault, Didier ==> 0.000158328237292
Guhe, Markus ==> 2.04259033993e-05
Heinze, Daniel T. ==> 4.15285646564e-05
Herweg, Michael ==> 7.30449227086e-05
Balcom, Laura Blumer ==> 3.44444064402e-05
Braslavski, Pavel ==> 2.42326511689e-05
Murakami, Jin%ichi ==> 2.60352924999e-05
Costa, Fabrizio ==> 3.48592119468e-05
Munro, Robert ==> 6.29103135471e-05
Gaudan, Sylvain ==> 2.56630494165e-05
Hunt, Melvyn ==> 3.82009423125e-05
Leech, Geoffrey ==> 0.000134897981799
Louis, Annie ==> 4.46234521117e-05
Slack, Jon M. ==> 2.77954265355e-05
Yoon, SinWon ==> 2.7236182469e-05
Petitpierre, Dominique ==> 6.3851208504e-05
Den, Yasuharu ==> 4.86362817974e-05
Lee, Bing-Huang ==> 4.31187594831e-05
Bergmann, Carsten ==> 2.18812250413e-05
Dejean, Herve ==> 0.000357688130995
Tobin, Richard ==> 5.11393363026e-05
Leavitt, John R. R. ==> 2.73689693343e-05
Tapanainen, Pasi ==> 0.000673859320796
Yamada, Kenji ==> 0.00075735346063
Savkov, Aleksandar ==> 2.21463913876e-05
Davidov, Dmitry ==> 0.000279422660478
Singer, Harald ==> 2.211745047e-05
Lersundi, Mikel ==> 4.18397311412e-05
Laurdisen, Christy ==> 4.15797388177e-05
Kuo, Tzu-Yi ==> 2.01490580431e-05
Arun, Abhishek ==> 9.07901269704e-05
Klementiev, Alexandre ==> 0.00011036285849
Nakaiwa, Hiromi ==> 0.000218595730761
Nakadai, Kazuhiro ==> 2.9207358857e-05
Pacey, Mike ==> 2.20804432216e-05
Lee, Cheongjae ==> 3.12682503904e-05
Posse, Christian ==> 5.28302713783e-05
Helfman, Jonathan I. ==> 2.94647219652e-05
Mayfield, James ==> 9.17347821027e-05
Hore, Campbell ==> 2.33562058715e-05
Hernandez, Gregorio ==> 2.50345300514e-05
Yamashita, Koichi ==> 3.09354445727e-05
Littman, Jessica ==> 5.27526116708e-05
Fahlman, Scott E. ==> 3.78086322094e-05
Allen, James F. ==> 0.000974521169625
Eckart, Richard ==> 2.31355409912e-05
Vilar, Juan Miguel ==> 7.72443161929e-05
Clark, Christine ==> 0.000115042636862
Duan, Lei ==> 5.8702899807e-05
Han, Benjamin ==> 7.31818962059e-05
Xiao, Huiyong ==> 2.53462364723e-05
Lee, Vivian K. ==> 2.14525784182e-05
Pershina, E. L. ==> 0.000111284219898
Yamazaki, Takefumi ==> 0.000137345837113
Park, Sangkyu ==> 3.13086448426e-05
Van Der Eijk, Pim ==> 8.87287396621e-05
Shim, Kwangseob ==> 3.03542565208e-05
Clemente Litran, Jose Carlos ==> 2.82894205078e-05
Rogers, Willie J. ==> 2.14525784182e-05
Perez-Carballo, Jose ==> 2.3680177243e-05
Friedman, Carol ==> 7.22695493042e-05
Kloosterman, Geert ==> 3.02584086793e-05
David, Sophie ==> 2.13120795733e-05
McRoy, Susan W. ==> 0.000311833211931
Yeh, Alexander S. ==> 0.000198390363445
Wang, Ting ==> 3.21667148556e-05
Spoustova, Drahomira ==> 6.48221195781e-05
Kim, Deok-Bong ==> 7.43987312182e-05
MacNish, Cara ==> 2.79615844195e-05
Vergyri, Dimitra ==> 4.27456449097e-05
Saint Dizier, Patrick ==> 2.19099825063e-05
Serafin, Riccardo ==> 0.000114029838106
Zancanaro, Massimo ==> 3.30654182764e-05
Jagadish, H. V. ==> 3.61103935642e-05
Chaiwanarom, Paweena ==> 4.22138910914e-05
Park, Jinwoo ==> 2.33484440138e-05
Ogiso, Toshinobu ==> 2.47369368854e-05
Ikehara, Satoru ==> 0.00026483810965
Kennedy, Christopher ==> 0.00014814232404
Doyon, Jennifer B. ==> 2.15265016829e-05
Devitt, Ann ==> 5.50965563305e-05
Litvak, S. ==> 1.97499224915e-05
Rumshisky, Anna ==> 0.000121607968956
Messick, Steven L. ==> 3.90868047406e-05
Stoianov, Ivelin ==> 0.000111284219898
Smaili, N. ==> 2.24015322107e-05
Noth, Elmar ==> 2.21730898246e-05
Emms, Martin ==> 4.91060966228e-05
Hu, Po ==> 2.27422899039e-05
Baker, Steven ==> 0.000139887672795
Simons, Gary ==> 8.54413579364e-05
Heemskerk, Josee S. ==> 3.10740770097e-05
Alegria, Iñaki ==> 2.50345300514e-05
Pirlein, Thomas ==> 2.51260794634e-05
Garofolo, John S. ==> 0.000423413898673
Nunam, Beverly ==> 2.10935185902e-05
Teubert, Wolfgang ==> 1.90983337799e-05
Macken, Lieve ==> 4.94080246972e-05
Vallin, Alessandro ==> 1.79208082085e-05
Pettersson, Eva ==> 2.24082682496e-05
Malcolm, James ==> 3.23709534689e-05
Ghorbel, Hatem ==> 1.97345171281e-05
Sun, Xiao ==> 3.19576741942e-05
Tamura, Akihiro ==> 3.95882370432e-05
Vindigni, Michele ==> 2.05501028385e-05
Cavestro, Bruno ==> 6.30571788497e-05
Beavers, John ==> 3.30733396277e-05
Yamaguchi, Yukiko ==> 7.668857684e-05
Cabrero, David ==> 4.58834428657e-05
Leturia, Igor ==> 2.02698590541e-05
Bai, Jing ==> 3.00324354663e-05
Kumar, Rohit ==> 2.90651226167e-05
Palmer, David D. ==> 0.000459177602718
Altmeyer, Randolf ==> 2.23886000001e-05
Hofmann, Thomas R. ==> 3.7516098467e-05
Tepper, Paul ==> 5.5292058383e-05
Salvatierra, Robert Sola ==> 3.41829092917e-05
Zettlemoyer, Luke ==> 0.000137228396337
Corazza, Anna ==> 8.19279374456e-05
Wilcox, Che ==> 2.58287673173e-05
Hirata, Mikito ==> 1.92061610452e-05
