 ==> 0.00201519580503
Kit, Chunyu ==> 0.000330763091505
Perry, Doyt ==> 1.64440401233e-05
YingJu, Xia ==> 2.98827408808e-05
Jurafsky, Daniel ==> 0.00246846370893
Axelrod, Scott ==> 2.08471926103e-05
Nomura, Naoyuki ==> 3.72900988308e-05
Cochran, Dave ==> 1.8575684413e-05
Dyer, Charles R. ==> 3.13473879422e-05
Sugiyama, Kazunari ==> 2.436113452e-05
Finch, Andrew ==> 0.000232752069988
Szanser, A. J. M. ==> 6.95742833726e-05
Knippen, Robert ==> 0.00010450137631
Bouayad-Agha, Nadjet ==> 0.000112310253891
Schwall, Ulrike ==> 0.000161481869457
Chen, Hsin-Hsi ==> 0.000590475466544
Suebvisai, Sinaporn ==> 3.25518978835e-05
Timonen, Jari ==> 1.85870887768e-05
Worm, Karsten L. ==> 0.000155133429982
Simov, Kiril ==> 9.57221739231e-05
Makino, Hiroshi ==> 3.5061971348e-05
Bae, Sun-Mee ==> 4.11421685356e-05
Modina, Larisa S. ==> 0.000106620496874
Hepple, Mark ==> 0.000406393632364
Parasuraman, Ram ==> 4.09345995285e-05
Carter, Richard ==> 1.98457935725e-05
Zubiaga, Alex ==> 7.00967195766e-05
Morik, Katharina ==> 2.68358305427e-05
Spyropoulos, Constantine D. ==> 6.07768993564e-05
Sutaria, Komal ==> 2.62206007683e-05
Chalendar, Ga&#235;l de ==> 3.43014251355e-05
Nirenburg, Inna ==> 2.05152474208e-05
Giles, C. Lee ==> 5.86281048075e-05
Schacht, Susanne ==> 5.62706757679e-05
Geleijnse, Gijs ==> 2.94273995107e-05
Chen, J. N. ==> 4.04039155511e-05
Fujita, Kimikazu ==> 6.36368652026e-05
Molla, Diego ==> 6.94801136669e-05
Chen, Chen ==> 2.86662495946e-05
Laubsch, Joachim H. ==> 4.12297722353e-05
Rohrer, Christian ==> 0.000154245041815
Chae, Young-Soog ==> 2.36958657265e-05
Hasan, SaÅ¡a ==> 0.000145090488541
Guenter, Simon ==> 1.60766231724e-05
Roth, Dan ==> 0.00122571688705
Yata, Yasunori ==> 1.95493375447e-05
Schultz, Karl ==> 2.2135656636e-05
Wittenburg, Kent ==> 9.67126977819e-05
Luo, Dingsheng ==> 3.23910592657e-05
Marcus, Solomon ==> 4.76262592932e-05
Segarra, Encarna ==> 2.25891903971e-05
Lifchits, Andrei ==> 6.43524653672e-05
Hillard, Dustin ==> 7.26890181119e-05
Chan, Erwin ==> 5.0917790337e-05
Kajino, Masayuki ==> 2.53527112662e-05
Arriola, Jose Maria ==> 7.25072390879e-05
Hegde, Jayprasad ==> 4.28921944956e-05
Wu, Jun ==> 0.000171302826791
Rahman, Fuad ==> 2.27277370645e-05
Fujita, Yoneharu ==> 4.63725045051e-05
Westerhout, Eline ==> 7.94132864386e-05
Brachman, Ronald J. ==> 1.62449040188e-05
Faikenhainer, Brian ==> 2.54343964293e-05
Lee, Songwook ==> 2.49006796731e-05
Kozierok, Robyn ==> 9.54797693031e-05
Gangadharaiah, Rashmi ==> 2.63680286172e-05
Horton, Diane ==> 3.43280104626e-05
Lee, John ==> 0.000166012546341
Bellegarda, Jerome ==> 3.35931984175e-05
Dardaine, Joanne ==> 2.52484787257e-05
Engel, Ralf ==> 6.4508326491e-05
Boxwell, Stephen ==> 5.24860097581e-05
Popowich, Fred ==> 0.000152556742533
Deng, Xiaotie ==> 6.88834254823e-05
Doshita, Shuji ==> 0.000120376031757
Passerini, Andrea ==> 3.01592196952e-05
Divay, Michel ==> 5.28248090605e-05
Omori, Nobuyuki ==> 3.27029664378e-05
Tuldava, Juhan ==> 1.74820187671e-05
Müller, Christof ==> 3.12151281148e-05
Dorffner, Georg ==> 2.11890344644e-05
ÄŒeÅ¡ka, Pavel ==> 3.67123907759e-05
Van Heerden, Charl ==> 0.000111768075658
Tzoukermann, Evelyne ==> 0.000342881112594
Chaumartin, Francois-Regis ==> 2.06275640314e-05
Kobayakawa, Takeshi ==> 3.3545032256e-05
Georgescul, Maria ==> 9.74469780622e-05
Gotz, Thilo ==> 8.71264783338e-05
Bergmann, Kirsten ==> 1.61930146238e-05
Arnold, Carolin ==> 2.26092593665e-05
Adriaans, Pieter ==> 8.22614113718e-05
Yaghi, Jim ==> 2.31326697192e-05
Coelho, Jorge ==> 2.40431240022e-05
Gilloux, Michel ==> 0.000103414906931
Wolz, Ursula ==> 1.83532448717e-05
Matsumoto, Yuji ==> 0.00244486888172
Leite, Daniel S. ==> 2.05908283872e-05
Haas, Janet ==> 1.7484758082e-05
Van Kuppevelt, Jan ==> 2.46583409273e-05
Lin, I-Peng ==> 2.66353701236e-05
Mathieu, Yvette ==> 3.08200133736e-05
Zhang, Ruiqiang ==> 0.000245712631626
Valdes-Perez, Raul E. ==> 2.75786458639e-05
Liebowitz Taylor, Suzanne ==> 4.09395636467e-05
Ries, Klaus ==> 0.0002275853028
Haigh, Robin ==> 1.93537693732e-05
Prevost, Scott ==> 0.00012405968715
Strandson, Krista ==> 3.39127590485e-05
SanJuan, Eric ==> 3.99195608852e-05
Adolphs, Svenja ==> 2.30705453985e-05
Schasberger, Britta ==> 0.000302072180428
Sánchez, Joan Andreu ==> 3.01984439733e-05
Swartout, William ==> 2.19925939377e-05
Novischi, Adrian ==> 9.61535551789e-05
Patel, Ronakkumar ==> 2.11371014618e-05
Carson-Berndsen, Julie ==> 4.51109387945e-05
Prager, John ==> 0.000225719299569
Dupuy, Sylvain ==> 4.02877837492e-05
Xing, Eric P. ==> 0.000147657939597
Sabah, Gerard ==> 0.000120068859403
Yli-Jyra, Anssi ==> 2.87238792039e-05
Ward, Wayne H. ==> 0.000833577405433
Wu, Horng Jyh Paul ==> 2.50046319329e-05
Lester, James C. ==> 0.000136308625713
Josan, Gurpreet Singh ==> 2.53667944615e-05
Neugebauer, Moritz ==> 2.81021461758e-05
Lim, Dong-Hee ==> 6.48061841594e-05
Cho, Chun-Hung ==> 3.72858688495e-05
Reckman, Hilke ==> 1.94513255384e-05
Rose, Tony G. ==> 3.19518440045e-05
Luz, Saturnino ==> 1.84960748652e-05
Park, Dong-In ==> 3.81970346489e-05
Bourbeau, Laurent ==> 7.9975979504e-05
Gilbert, K. ==> 2.93197930961e-05
Caldwell, Ted ==> 8.08554366926e-05
Richardson, Fred ==> 3.35931984175e-05
Shah, Sapan ==> 2.13770884295e-05
Park, Junsik ==> 2.05208918957e-05
Westbrook, David ==> 5.15124961932e-05
BeÅˆa, Peter ==> 3.67123907759e-05
Klingberg, Tor ==> 2.5598998049e-05
Varga, Dániel ==> 9.42372538503e-05
Yu, Kai ==> 3.15943785672e-05
Magerman, David M. ==> 0.000843076432272
Wang, Chao ==> 0.00022921379688
Itoh, W. ==> 3.21096491293e-05
Towell, Geoffrey ==> 0.000125119496398
Kritsada, Poolwan ==> 3.84525436025e-05
Li, Minghui ==> 6.27895277405e-05
McClosky, David ==> 0.00037256330832
Shima, Hideki ==> 2.70280585647e-05
Li, Sujian ==> 2.13413795339e-05
Jackendoff, Ray ==> 2.0329226852e-05
Vanderwende, Lucy ==> 0.000306722796087
Furui, Sadaoki ==> 7.29182790046e-05
Duarte, Julio C. ==> 1.61183603298e-05
Menzel, Wolfgang ==> 0.000243020132117
Havelka, Jiri ==> 0.000121378621104
Dwiggins, Don ==> 4.20959710199e-05
Cafarella, Michael J. ==> 6.47482957638e-05
Rittman, Robert ==> 5.30304331175e-05
Crim, Jeremiah ==> 0.000130525715659
Apollon, Daniel ==> 2.0231704069e-05
Ueno, Shinichi ==> 3.97717439134e-05
Chou, Wen-Chi ==> 0.000111533927434
Koivula, Jeppe ==> 5.33106747043e-05
Yu, Hao ==> 0.00027082719266
Mokrane, Abdenour ==> 1.61182316703e-05
Chai, Joyce Yue ==> 0.000439927178541
Hu, Dong-Cheng ==> 2.83794386466e-05
Ndiaye, Alassane ==> 2.74969905599e-05
Nguyen, Vinh Van ==> 2.54750243064e-05
Lef&#232;vre, Fabrice ==> 1.68419482253e-05
Forcada, Mikel L. ==> 3.47432047423e-05
Leal, Antonio ==> 2.10087308423e-05
Osswald, Rainer ==> 2.80424249343e-05
Wang, Xia ==> 2.91330507287e-05
Miura, Yasuhide ==> 3.61878826105e-05
Park, Seong-Bae ==> 6.39623078869e-05
Xiao, Jing ==> 3.48169977611e-05
Wang, Xin ==> 4.45497432634e-05
Ikeda, Hiroshi ==> 7.09524165851e-05
Riddoch, Chris ==> 3.64152251089e-05
Ganter, Viola ==> 3.53675774293e-05
Ding, Wei ==> 4.3061862027e-05
Stapley, Benjamin ==> 3.5139355369e-05
Crocker, Matthew W. ==> 9.12155483829e-05
Brockett, Chris ==> 0.000468611032526
Fan, Shixi ==> 4.21091804691e-05
Takamatsu, Shinobu ==> 0.000102467423464
Cawsey, Alison ==> 2.38480638466e-05
Franz, Martin ==> 7.9466516836e-05
Sider, Ira ==> 3.16138159054e-05
Tomas, Jesus ==> 5.29185921694e-05
Hervas, Raquel ==> 2.39154397802e-05
Iyer, Rukmini ==> 7.36721735798e-05
Li, Mingqin ==> 2.55122412185e-05
Jordan, Michael I. ==> 0.000112396238299
Ryu, Won-He ==> 1.72340053445e-05
Delmonte, Rodolfo ==> 6.17302838846e-05
Goldsmith, John ==> 0.000285663185702
JingHui, Xiao ==> 2.39992494378e-05
Zamchick, Gary ==> 2.11192741287e-05
Desipri, E. ==> 1.74523733511e-05
Ramshaw, Lance A. ==> 0.0013165262723
Nakamura, Jun-Ichi ==> 0.000231629076482
Eskenazi, Maxine ==> 0.00024694710476
Abdalla, Rashid M. ==> 3.64893242315e-05
Gibson, John ==> 2.03138929151e-05
Itai, Alon ==> 0.000443313437119
Hetherington, Lee ==> 7.86710090905e-05
Martin, Paul ==> 0.000174182563472
Kelly, Robert ==> 2.81021461758e-05
Inui, Takashi ==> 0.000163263143151
Li, Runxin ==> 2.39005414437e-05
Barzilay, Regina ==> 0.0017968909942
Wong, Fai ==> 6.04264262595e-05
Khayyamian, Mahdy ==> 2.76919170953e-05
Kurimo, Mikko ==> 0.000147229805079
Ibrahim, Hussny ==> 2.23302743779e-05
GaÅ¡iÄ‡, Milica ==> 3.15943785672e-05
Pietsch, Christian ==> 1.59404058699e-05
Ravindran, Balaraman ==> 2.54865911065e-05
Ramisch, Carlos ==> 4.83416887446e-05
De Li, Erika F. ==> 2.09396957729e-05
Farrell, Robert ==> 3.78240812466e-05
Frey, David ==> 1.82356021846e-05
Djordjevic, Bojan ==> 3.98649484209e-05
Tinkham, Nancy L. ==> 7.92657894435e-05
Zhang, Lei ==> 7.29846620695e-05
Rabbat, Michael ==> 1.96093083436e-05
Chappell, Alan ==> 4.14615963095e-05
Mark, Kevin ==> 2.30165799844e-05
Barwise, Jon ==> 2.65735158022e-05
Kuper, Jan ==> 2.22096436891e-05
Feng, Yuanyong ==> 3.66858543573e-05
Bojar, OndÅ™ej ==> 0.000467779179863
Rue, Henrik ==> 1.60496325777e-05
Jun, Zhao ==> 2.47393217725e-05
McInnes, Bridget Thomson ==> 6.34843975837e-05
Culotta, Aron ==> 0.000359664168343
Hasegawa, Toshihiro ==> 2.56751797364e-05
De Beule, Joachim ==> 3.03228485704e-05
Piat, Gerald ==> 3.87100172931e-05
Higuera, Colin de la ==> 1.80446845814e-05
Kononenko, I. S. ==> 0.000100260677762
Katrin, Tomanek ==> 4.58559865375e-05
Not, Elena ==> 3.47751960224e-05
McNeill, Fiona ==> 4.21926704501e-05
Yllmaz, Okan ==> 1.81813023056e-05
Matsuda, Shigeki ==> 1.6791809673e-05
Yao, Tianshun ==> 3.07759383391e-05
Carpuat, Marine ==> 0.000518982955362
Zhang, Min ==> 0.00127061039424
Kawtrakul, Asanee ==> 0.000130502310682
Lin, Koong H. C. ==> 2.32617883788e-05
Sakai, Hiroyuki ==> 3.72714418402e-05
Shen, Libin ==> 0.000658463930781
Kozlowski, Raymond ==> 3.92661082218e-05
Noamany, Mohamed ==> 4.86100539537e-05
Tseng, Shu-Chuan ==> 3.01947453596e-05
Castelli, Vittorio ==> 2.80205067838e-05
Wu, Haodong ==> 7.28743153693e-05
Ferguson, William ==> 9.28968952962e-05
Kruijff-Korbayova, Ivana ==> 0.000236124217654
Su, Ying-Shan ==> 0.000111533927434
Bogers, Toine ==> 5.73908807133e-05
Krupka, George R. ==> 0.00028716653029
Frishkoff, Gwen ==> 3.64549816703e-05
Kiefer, Bernd ==> 0.000295883045105
Okajima, Atsushi ==> 5.50901088217e-05
McClanahan, Peter ==> 8.11768935668e-05
Levenberg, Abby ==> 3.280767795e-05
Low, Jin Kiat ==> 0.000246609718171
Wong, Daniel ==> 0.000226318516973
Shah, Ritesh M. ==> 4.28921944956e-05
Adams, Jeff ==> 2.22165685401e-05
Aidinejad, Homa ==> 6.63515199879e-05
Dias, Gael ==> 0.000110144148608
Hoser, Iris ==> 4.4336257278e-05
Fran&#231;ois, Thomas ==> 2.9534464629e-05
Matsukawa, Tomoyoshi ==> 9.44990750641e-05
Musillo, Gabriele ==> 0.000262558397895
Seville, Helen ==> 3.01600157157e-05
Meddeb-Hamrouni, Boubaker ==> 5.0050739903e-05
Johnson, David E. ==> 9.70987519965e-05
Uzuner, Özlem ==> 7.53590305103e-05
Samn, Valerie ==> 5.56935220758e-05
Sabin, Roberta ==> 4.43489063811e-05
Zhao, Shaojun ==> 7.65906383036e-05
Niedermair, Gerh. Th. ==> 2.64766876754e-05
Machi, Filip ==> 1.84199736222e-05
Cumming, Susanna ==> 3.43418303369e-05
Cunningham, Hamish ==> 0.000811483956316
Alamri, Abdulaziz ==> 3.39026776892e-05
Gillick, Laurence S. ==> 0.000253823896017
Shan, Chung-Chieh ==> 1.66556843914e-05
Borrajo, Daniel ==> 1.61905935749e-05
Wang, Xuan ==> 4.556615367e-05
Gupta, Surabhi ==> 0.000108686780084
Blache, Philippe ==> 0.000121121524241
Sagawa, Hirohiko ==> 2.79886843238e-05
Slinko, Elena ==> 6.49358968901e-05
Bigi, Brigitte ==> 4.72132815762e-05
Billing Jr., Floyd H. ==> 4.45902435835e-05
Kubo, Junko ==> 1.82607893267e-05
Tao, Jianhua ==> 1.78494740524e-05
Lau, Raymond ==> 5.71410347389e-05
Maskey, Sameer ==> 2.07428797539e-05
Wachtel, Tom ==> 3.55567876012e-05
Bouchard, Alexandre ==> 3.05622076644e-05
Conklin, E. Jeffrey ==> 4.03625194241e-05
Momchev, Vassil ==> 2.12808592948e-05
Pingali, Prasad ==> 4.92987115537e-05
Santamaria, Celina ==> 2.81004874928e-05
Llorens, D. ==> 2.38987002318e-05
Krasnyanskaya, Anna ==> 5.64469767856e-05
Zhang, Chao ==> 2.54919697261e-05
Ooshima, Yoshimitsu ==> 5.21049360189e-05
Young, R. Michael ==> 3.79585459071e-05
Popel, Martin ==> 7.05970453818e-05
Zbib, Rabih ==> 5.55039084204e-05
Pardo, Thiago A. S. ==> 2.59346007517e-05
Li, Naicong ==> 5.42376744214e-05
Eubank, Stephen ==> 0.00011330832615
Jin, Rong ==> 0.000102295037656
Mills, Russell ==> 2.05729568909e-05
Janin, Adam ==> 8.45758898044e-05
Van Hage, Willem Robert ==> 1.78604988064e-05
Lin, Chih-Lung ==> 2.92113969465e-05
Wilson, George ==> 0.000279796515575
Grisoli, Fabrizio ==> 3.73336652327e-05
Zhang, Li ==> 8.97446571686e-05
Walter, Stephan ==> 4.30135927932e-05
Kato, Yoshikiyo ==> 2.02995278236e-05
Takashima, Yosuke ==> 9.09455199396e-05
Mauri, Giancarlo ==> 2.73816682316e-05
Thadani, Kapil ==> 2.78422497706e-05
Ayuso, Damaris M. ==> 0.000574931687593
Chen, Chaomei ==> 1.72669180425e-05
Zhang, Lu ==> 2.58114173059e-05
Rohwer, Richard ==> 5.17583672815e-05
Van Oostendorp, Marc ==> 2.06069394845e-05
Jordan, Pamela W. ==> 0.000165271284287
Cai, Junfu ==> 6.49273972313e-05
Lagus, Tommi ==> 2.83246757993e-05
Wenderoth, Johanna ==> 6.94525325321e-05
Gregory, Howard ==> 2.79527356074e-05
Wang, Zhuoran ==> 3.44047232925e-05
Sierra, Basilio ==> 3.29894695664e-05
Jin, Zhihui ==> 3.43877122355e-05
Lv, Bibo ==> 3.4758241486e-05
Samuel, Kenneth ==> 2.54501043816e-05
D'Alessio, Stephen ==> 1.86834254169e-05
Kita, Kenji ==> 3.14860920438e-05
Wu, Chien-Ping ==> 2.66353701236e-05
Kohlhase, Michael ==> 3.06855257308e-05
Banko, Michele ==> 0.000393157855971
Stührenberg, Maik ==> 1.86620977038e-05
Joty, Shafiq R. ==> 5.51657571307e-05
Divjak, Dagmar ==> 2.40221077837e-05
Angelova, Galia ==> 5.69590220141e-05
CeauÅŸu, Alexandru ==> 8.3549968188e-05
Fitzpatrick, Eileen ==> 0.000121892988423
Dumouchel, P. ==> 2.00264509947e-05
Breck, Eric ==> 0.000235826886977
Whyte, Bill ==> 3.14854120624e-05
Raffaelli, Remo ==> 2.32736333795e-05
Gonzalo, Julio ==> 0.000433076485493
Portele, Thomas ==> 2.80779682456e-05
Weber, Andrea ==> 4.64152080677e-05
Chiou, Fu-Dong ==> 0.000163292773616
Schudy, Warren ==> 2.03433523753e-05
Chen, Shengyuan ==> 2.05743701091e-05
Levine, Michelle ==> 3.89713457603e-05
Foster, Jennifer ==> 0.000177876978171
Concepcion, Kristian ==> 8.38588627921e-05
Swier, Robert ==> 0.000140182585828
Dalbelo BaÅ¡iÄ‡, Bojana ==> 2.08288871654e-05
Li, Chunping ==> 3.11020251451e-05
Marino, Massimo ==> 3.2387783018e-05
Tbahriti, Imad ==> 5.32484980281e-05
Simmons, Robert F. ==> 7.97082457518e-05
James, Frankie ==> 0.000104247804018
Berant, Jonathan ==> 4.20457698918e-05
Barnden, J.A. ==> 2.41183476302e-05
Ferreira, Eduardo ==> 3.69276230366e-05
Bertran, Manuel ==> 2.73928811951e-05
Holden, Natsuko ==> 5.41648308096e-05
Taylor, Lara ==> 6.9342581636e-05
Siskind, Jeffrey Mark ==> 0.00018561040536
Navigli, Roberto ==> 0.000386191043657
Gómez-Rodríguez, Carlos ==> 5.49768773082e-05
Varjokallio, Matti ==> 4.42310542321e-05
Mann, William C. ==> 0.000203767114436
Nam, Jee-Sun ==> 3.56307117727e-05
Zorn, Hans-Peter ==> 6.37140549417e-05
Martinez, David ==> 0.000448935554958
Fishel, Mark ==> 3.06823074992e-05
Yang, Charles D. ==> 8.91944301169e-05
Fischer, Markus ==> 4.45854830583e-05
Csomai, Andras ==> 8.83866454219e-05
Tan, Chew Lim ==> 0.00101089735296
Chamberlain, Jon ==> 2.82158767885e-05
Olsson, J. Scott ==> 1.87788527794e-05
Chen, Yin ==> 3.05627418765e-05
Dubuc, Julien ==> 1.92883724263e-05
Hung, Chen-Ming ==> 1.76702846029e-05
Verastegui, Nelson ==> 3.92873886267e-05
Bates, Madeleine ==> 0.000537771571105
Lan, Xiang ==> 5.45576112831e-05
Abe, Akinori ==> 1.76691623546e-05
Kehler, Andrew ==> 0.000380686016844
Qian, Xian ==> 3.60888089158e-05
Rieger III, Charles J. ==> 4.55743691334e-05
Takeichi, Nobuyuki ==> 5.21049360189e-05
Vishnu, P. ==> 1.65113909667e-05
Lemmons, Maarten ==> 2.91696576654e-05
Damnati, Géraldine ==> 6.49205812505e-05
Parkison, Roger C. ==> 1.61063054338e-05
El Hadi, Widad Mustafa ==> 1.6993326768e-05
Corbett, Peter T. ==> 9.26292547911e-05
Vilain, Marc B. ==> 0.000584367342564
Delisle, Sylvain ==> 4.34276531781e-05
Tur, Gokhan ==> 0.000297589034131
Carroll, John ==> 0.00010313212425
Canzhong, Wu ==> 4.11193354172e-05
Bares, William H. ==> 1.78249194661e-05
Mitchell, Tom M. ==> 4.63318177905e-05
Yang, Qiang ==> 3.57814231865e-05
Lebanon, Guy ==> 2.9534464629e-05
Xia, Yunqing ==> 0.000107910443437
Cathcart, Nicola ==> 2.83570302957e-05
Li, ShuangLong ==> 4.88406060769e-05
Tadashi, Kamiwaki ==> 1.7127877445e-05
Karkaletsis, Vangelis ==> 6.07768993564e-05
Och, Franz Josef ==> 0.00485378192545
Thomason, Richmond H. ==> 4.72761695946e-05
Marzelou, Evi ==> 1.71949438378e-05
Nemec, Petr ==> 2.65459602139e-05
Shawe-Taylor, John ==> 3.44047232925e-05
Yamanishi, Kenji ==> 4.26448655944e-05
Bhattacharya, Indrajit ==> 4.4994718462e-05
Lefever, Els ==> 9.1763760861e-05
Greenfield, Peter ==> 1.7285205505e-05
Bashyam, Vijayaraghavan ==> 2.11513797842e-05
LuperFoy, Susann ==> 0.000153270721135
Gurevich, Olga ==> 4.64160818497e-05
Hao, Yanfen ==> 7.1380157489e-05
Cesar, Christian ==> 3.21372531868e-05
Miura, Mitsugu ==> 1.71629332347e-05
Knecht, Laura E. ==> 3.00306916281e-05
Màrquez, Lluís ==> 0.000270400502566
Amig&#243;, Enrique ==> 7.78923113043e-05
Cristianini, Nello ==> 5.12424838449e-05
Abramson, Harvey ==> 1.99159934336e-05
Ryu, Pum-Mo ==> 3.10492697432e-05
Feith, Tobias ==> 2.0068721607e-05
Emery, Gary ==> 2.2297224367e-05
Hsueh, Pei-Yun ==> 0.00011818278275
Kanovich, Max I. ==> 8.75410395386e-05
Mueller, Christoph ==> 0.00010077132479
Fisher, David ==> 0.000185745337776
Miliaraki, Spyridoula ==> 7.39724376258e-05
Casacuberta, Francisko ==> 2.51124311266e-05
Gerdes, Kim ==> 4.71809793399e-05
Ng, Hong-I ==> 1.7570341758e-05
Ovchinnikova, Ekaterina ==> 2.94206173164e-05
Kim, Heejin ==> 2.33014633644e-05
Chung, Grace ==> 4.67935129466e-05
Leuski, Anton ==> 6.19809473809e-05
Lehmberg, Timm ==> 1.95566494676e-05
Sudoh, Katsuhito ==> 3.61720744367e-05
Hamza, Oana ==> 3.51030792909e-05
Abracos, Jose ==> 2.65060799349e-05
Cettolo, Mauro ==> 4.09452664408e-05
Neff, Mary S. ==> 0.000330662866909
Greiner, Wiley ==> 1.84093187458e-05
Bigham, Jeffrey ==> 6.43524653672e-05
Allan, James ==> 9.8177361932e-05
Proudian, Derek ==> 9.06733476009e-05
Minnen, Guido ==> 0.000288362764306
Stys-Budzikowska, Margo ==> 0.000222877689082
Varges, Sebastian ==> 0.000220646720569
Emerson, Thomas ==> 0.000188446473413
Van Eynde, Frank ==> 5.68277907916e-05
Haas, Andrew R. ==> 0.000104000775432
Zhang, Yaozhong ==> 7.45567050798e-05
Koller, Alexander ==> 0.000365454982241
Cloete, Ian ==> 4.13000493774e-05
Takeuchi, Hironori ==> 3.08276249425e-05
Thitima, Jamjanya ==> 3.84525436025e-05
Gleim, R&#252;diger ==> 2.0068721607e-05
Brown, Ralf D. ==> 0.000268845581798
Tsuji, Keita ==> 6.15085536069e-05
Jager, Samson de ==> 1.75596703169e-05
Alvarez-Pereyre, Michael ==> 2.31540593442e-05
Gao, Wei ==> 4.64851958744e-05
Kim, Mi-Young ==> 7.48977457273e-05
Li, Ying ==> 1.85058890785e-05
Hiraga, Yuzuru ==> 0.000100260677762
Berry-Rogghe, Genevieve ==> 2.01597925327e-05
Sprague, Colin ==> 3.28684107018e-05
de Gemmis, Marco ==> 3.71585975034e-05
Okuma, Hideharu ==> 3.8817435753e-05
Elsayed, Tamer ==> 4.18989346853e-05
Lee, Sung-Jin ==> 3.39098709313e-05
Zimak, Dav ==> 0.000177344068381
T&#228;ckstr&#246;m, Oscar ==> 3.75371577958e-05
Pilon, Sulene ==> 1.96529076856e-05
Fung, Pascale N. ==> 0.00066527935646
El Demerdash, Osama ==> 3.06553864287e-05
Choi, Key-Sun ==> 0.000538384262346
Li, Wei-Chuan ==> 5.36458047997e-05
Yan, Su ==> 2.23071721777e-05
Sauper, Christina ==> 5.36612506301e-05
Lacoste-Julien, Simon ==> 0.00012733639622
Satoh, Kenji ==> 0.000111394598996
Ding, Shilin ==> 9.31689982464e-05
Fujii, Atsushi ==> 0.000403999555974
Deutsch, Barbara G. ==> 1.63416998476e-05
Yankova, Milena ==> 3.94642568956e-05
Alabau, Vicent ==> 4.82386560335e-05
Tam, Wai Lok ==> 3.49130217515e-05
Yasutake, Masako ==> 3.89820868491e-05
Stuttle, Matthew ==> 3.44098938814e-05
Saint-Amand, Hervé ==> 5.29940604958e-05
Clark, Brady ==> 6.81798557466e-05
Maloney, John ==> 4.35670989e-05
Narin'yani, A. S. ==> 0.000100260677762
Adreevskaia, Alina ==> 4.81867665478e-05
De Cordoba, Ricardo ==> 3.44404574733e-05
Goodine, David ==> 0.000346367746552
Lhomme, Stanislas ==> 2.1900354817e-05
Shamir, Eli ==> 2.99085346769e-05
Fortu, Ovidiu ==> 5.61025932046e-05
Dungan, Jennifer ==> 2.2135656636e-05
Neely, Howard ==> 1.70247824561e-05
Ferret, Olivier ==> 0.000198103441038
De Souza, Clarisse Sieckenius ==> 1.60065232795e-05
Xuan-Jing, Huang ==> 4.58075145027e-05
Arregi, Xabier ==> 8.96720408869e-05
Millward, Scott ==> 1.70247824561e-05
Moschitti, Alessandro ==> 0.000954309324716
Greene, Stephan ==> 3.78974955773e-05
Guo, Yuqing ==> 0.000102190672572
Prbszeky, Gabor ==> 4.11306740099e-05
Hedberg, Nancy ==> 3.46640051864e-05
Watanabe, Hideo ==> 0.000285177350869
MÃ¡rquez, LluÃ­s ==> 5.97560640803e-05
Yamada, Hiroyasu ==> 1.6961572299e-05
Okunishi, Toshiyuki ==> 3.11563790211e-05
Lee, Dongwon ==> 3.18072141003e-05
Ji, Donghong ==> 0.000376850719714
O&#39;Donnell, Mick ==> 2.72036489279e-05
Bhagat, Rahul ==> 0.000186200216362
Halbert, Ariane ==> 2.80991797124e-05
Figa, Elizabeth ==> 8.05595940249e-05
Sagerer, Gerhard ==> 2.35586209618e-05
Olawsky, Duane E. ==> 4.84732892677e-05
Malavazosi, Christos ==> 4.02356923342e-05
Oliva, Karel ==> 0.00015421689664
Van Erk, Sebastiaan ==> 0.000141007019795
Maji, Hemanta K. ==> 5.08141283601e-05
Ye, Patrick ==> 5.60896834632e-05
Perlin, Mark ==> 1.60562114166e-05
Mohammed, Altaf ==> 2.1002558943e-05
Wang, Chi-Shing ==> 7.85582626697e-05
Saito, Yoshimi ==> 4.26520709658e-05
Masuda, Katsuya ==> 8.98013764907e-05
Helmreich, Stephen ==> 4.28981296306e-05
Goddeau, David ==> 0.000132229056148
Koehler, Florian ==> 1.81233397876e-05
Parker, Paul ==> 3.64707954903e-05
McLauchlan, Mark ==> 6.05434300374e-05
Biswas, Pradipta ==> 2.99331132964e-05
Shih, Hsue-Hueh ==> 2.43860716422e-05
Tahaghoghi, S. M. M. ==> 3.91122649539e-05
Willett, Peter ==> 2.48772876579e-05
Skopeteas, Stavros ==> 1.94201604446e-05
KAMEI, Shin-ichiro ==> 9.5139396237e-05
Manov, Dimitar ==> 2.64407647297e-05
Sonnenhauser, Barbara ==> 1.71196301191e-05
Segami, Carlos ==> 5.28630618138e-05
Ro, Atle ==> 1.75123985295e-05
Eisner, Jason M. ==> 0.00149045598168
Kirtman, Smart E. ==> 5.40262749572e-05
Olsson, Leif-Joran ==> 2.42596168493e-05
Miyai, Hitoshi ==> 5.68953284654e-05
Pastra, Katerina ==> 3.30240469517e-05
Fernandez, Gabriela ==> 2.71745713646e-05
