 ==> 0.0272685061979
Kit, Chunyu ==> 0.000504029339336
Liakata, Maria ==> 2.50987167181e-06
Cucchiarelli, Alessandro ==> 6.1261203369e-05
Tomanek, Katrin ==> 4.62356519178e-05
Masanz, James ==> 5.90722192378e-06
Xu, Sheng ==> 1.49638716896e-07
Lee, Jong-Hyeok ==> 0.000763627288597
Yang, Duen-Chi ==> 3.05420266781e-07
Zhang, Jiajun ==> 6.27957120886e-08
Cappelli, Amedeo ==> 7.1085189585e-06
Leveling, Johannes ==> 2.04495710908e-07
Zhou, Zheng-Yu ==> 4.62605201137e-07
Lehmann, John ==> 5.51720742922e-06
Reichenberger, Klaus ==> 5.16961543694e-05
Gustafson-Capkova, Sofia ==> 8.81781833362e-08
Lopresti, Daniel ==> 4.95147465374e-07
Fernandes, Graca ==> 0.0
Zhang, Guohua ==> 1.64873883978e-07
Mitra, Mandar ==> 5.5996976244e-05
Ouzounova, Rossitza ==> 1.85818174959e-07
Fung, Kin Wah ==> 0.0
Mehta, Hena ==> 0.0
Tao, Tao ==> 3.23571909933e-05
Messiant, Cédric ==> 2.27609856383e-06
Moon, Kyonghi ==> 7.26637089192e-07
Savova, Guergana ==> 1.43597419354e-05
Patil, Ramesh ==> 2.40945071845e-05
Heid, Ulrich ==> 4.13953368732e-05
Weeds, Julie ==> 0.000271991738909
Tsoi, Wing Fu ==> 0.0
M, Sasikumar ==> 4.86720266078e-07
Rosario, Barbara ==> 6.70168519859e-05
Lizotte, Dan ==> 1.51069530526e-07
Frixou Drakos, Nicos ==> 3.94297527102e-09
Mel'cuk, Igor A. ==> 0.000245720082343
Al-Maskari, Azzah ==> 0.0
Loebner, Egon ==> 4.86415438257e-06
Al-Shalabi, Riyad ==> 1.34762955511e-06
Ding, Yuan ==> 1.15588707458e-05
Niehues, Jan ==> 1.71272348838e-06
Kikui, Genichiro ==> 0.000366295677588
Kilbury, James ==> 7.85186104744e-05
Howard, Tom ==> 9.40360357027e-07
Pelletier, Francis Jeffry ==> 1.59777507889e-05
Li, Hui-Feng ==> 0.0
Hoshino, Nami ==> 0.0
Arnola, Harri ==> 1.4748011382e-08
Gupta, Rahul ==> 0.0
Huang, HaiXiang ==> 2.52628554644e-09
Jarvinen, Timo ==> 0.000415668765025
Mori, Renato De ==> 0.0
Koskenniemi, Kimmo ==> 0.00106938709833
Gasser, Michael ==> 2.81165564959e-07
Matsui, Tomoko ==> 7.1280332243e-10
Trosterud, Trond ==> 0.0
Egges, Arjan ==> 1.44660718817e-06
VanGent, Joop ==> 0.0
Scheideck, Tobias ==> 0.0
Dalianis, Hercules ==> 4.75401941046e-07
Degand, Liesbeth ==> 4.23410884987e-07
Nakazato, Shu ==> 2.32743695616e-05
Cohen, Andrew ==> 0.0
Shimada, Mitsunobu ==> 1.90589433272e-09
Merchant, Roberta H. ==> 3.27441442013e-05
Persidis, Andreas ==> 5.36088680584e-06
Jorgensen, Joseph ==> 8.27623905462e-08
Atterer, Michaela ==> 0.000401246955566
Poller, Peter ==> 9.95033712237e-05
Tsunoda, Tatsuhiko ==> 0.000331994404447
O'Sullivan, Donie ==> 0.0
Arens, Yigal ==> 0.000196144564486
Hur, Wook ==> 4.62736642509e-09
Yu, Yong ==> 3.3440559734e-06
Espeja, Sergio ==> 3.53959663938e-06
Schmidt-Wigger, Antje ==> 2.31356286953e-06
Ueffing, Nicola ==> 6.26128870053e-05
Thompson, Frederick B. ==> 9.14726709031e-08
Rincel, Phillipe ==> 1.19146306852e-05
Nguyá»…n, Thi Minh Huyá»n ==> 3.82249701051e-07
Gervas, Pablo ==> 1.79092058254e-09
Lukaszewicz, Witold ==> 0.0
Pang, Bo ==> 0.00129038236855
Meng, Helen M. ==> 4.47502202572e-05
Yeates Sedelow, Sally ==> 0.0
Yagisawa, Tsuyoshi ==> 0.0
Heintz, Ilana ==> 3.04529417057e-09
Gamez, Jose A. ==> 0.0
Elko, G. W. ==> 1.23883131627e-08
Filali, Karim ==> 7.99516551823e-06
Brodda, Benny ==> 0.0
Hill, Simon ==> 0.0
Wade, Elizabeth ==> 2.36063338057e-05
Barker, Ken ==> 4.85012848674e-05
Brody, Samuel ==> 1.24736839511e-05
Pereira, Fernando C. N. ==> 0.0234560485781
Vasilakopoulos, Argyrios ==> 1.84859932444e-06
Edwards, Jane ==> 2.67904984954e-07
Rytting, C. Anton ==> 1.51550404817e-08
Kwan, Jennifer Lai Pheng ==> 2.35362595812e-05
Gal, Ya'akov ==> 3.3590025336e-05
Tutin, Agnes ==> 3.0284784082e-05
Thomas, Robert G. ==> 8.23848973112e-06
Nie, Yu ==> 3.4176067696e-09
Stolle, Reinhard ==> 6.69862691393e-07
Achour, Hadhemi ==> 2.6638939832e-08
Zhang, Fang-Fang ==> 1.6629946271e-07
Loehr, Dan ==> 5.86330821178e-07
Bayerl, Petra Saskia ==> 4.25077545265e-08
Yang, Muyun ==> 2.24198004564e-06
Kassaei, Mahmoud ==> 0.0
Shu, W. ==> 2.04652227638e-09
Miller, David ==> 5.15201925417e-07
Zhu, Huijia ==> 6.03543891369e-08
Gough, Nano ==> 3.03855066977e-06
Braden-Harder, Lisa C. ==> 7.67282622065e-05
Reich, Peter A. ==> 0.000221509066896
Ritchie, Graeme D. ==> 0.000719429995264
Poria, Sanjay ==> 4.84884676472e-07
Zhang, Anne ==> 0.0
Brants, Thorsten ==> 0.0079904046829
Jones, Bernard E. M. ==> 0.000222636716387
Zhao, Bing ==> 3.12436778372e-05
Dahl, Deborah A. ==> 0.000979664591398
Priebe, Carey ==> 0.0
Byron, Donna K. ==> 4.90412132727e-05
Groenqvist, Leif ==> 0.000110653320623
Celebi, Arda ==> 7.4104272138e-06
Schiffman, Barry ==> 7.79388275109e-05
Corbett, Greville G. ==> 1.51458145545e-07
Ji, Heng ==> 6.75426488586e-05
Paek, Eunok ==> 3.269514596e-05
Garrett, Benjamin ==> 1.48046682884e-06
Schenk, Andre ==> 4.540077039e-08
Nishimura, Ryo ==> 0.0
Cai, Qingsheng ==> 4.06887413973e-07
Padmanabhan, Mukund ==> 2.97865869802e-07
Lonneker, Birte ==> 8.22218313128e-08
Acomb, Kate ==> 1.54076607558e-07
Karagol-Ayan, Burcu ==> 3.40116703123e-06
Karlin, Robin F. ==> 1.2669889674e-06
Nivre, Joakim ==> 0.00388439160983
Hawizy, Lezan ==> 1.08993879612e-06
Greenwood, Mark A. ==> 5.95423149455e-05
Precoda, Kristin ==> 2.23048625301e-07
Shinchu, Tsuyoshi ==> 2.49450765155e-09
Halverson, Lauren ==> 5.48134074224e-08
Kemper, Brian ==> 0.0
Martinez Santiago, Fernando ==> 2.59399986459e-07
Chen, Yirong ==> 1.51386995176e-08
Corpas, Gloria ==> 2.61567109313e-08
Haddow, Barry ==> 5.02583408578e-05
Vera, David ==> 9.17209598576e-07
Tam, Daniel ==> 1.1310749102e-10
Gates, Donna M. ==> 0.000261012561628
Kang, Moonyoung ==> 0.0
Corio, Marc ==> 0.0
Moens, Marc ==> 0.00530154625711
Silberer, Carina ==> 5.86131603475e-05
Payan, Donald G. ==> 0.0
Daya, Ezra ==> 4.41731240063e-07
Berlanga-Llavori, Rafael ==> 0.0
Ferreras, Francisco L. ==> 0.0
Yuan, Chunfa ==> 3.01043573718e-05
Tardiff, Seth ==> 0.0
Fluhr, Christian ==> 1.3529355591e-06
Hirano, Toru ==> 9.0443288465e-07
Vondruska, Richard J. ==> 0.0
Bacalu, Ciprian ==> 6.72749162822e-09
Neumeyer, Leonardo ==> 4.11540410008e-08
Malek, Alexander M. ==> 7.02371656869e-09
Law, Hubert Hin-Cheung ==> 1.01781997783e-06
Eishold, Florian ==> 0.0
Hwang, Jena D. ==> 0.0
Donaghy, Kevin ==> 0.0
McKeown, Kathleen R. ==> 0.0279376596791
Flournoy, Raymond ==> 0.0
Qinlong, Zhang ==> 8.28417234233e-08
Amano, Shigeaki ==> 2.87241613141e-08
Klein, Sheldon ==> 2.47766263254e-08
Bundy, Alan ==> 2.01474970032e-06
Kim, Jung Hee ==> 0.0
Qazvinian, Vahed ==> 8.86016385946e-07
Moscovich, Tomer ==> 1.48046682884e-06
Popovic, Maja ==> 4.56191719537e-06
Tanaka, Kumiko ==> 0.000332268484364
Rumbell, Timothy ==> 5.17890810208e-08
Galanis, Dimitrios ==> 2.3955103442e-06
Jelinek, Frederick ==> 0.0033552329678
Bai, Shuanhu ==> 4.20500939744e-06
Schluter, Natalie ==> 1.2842869362e-08
Adcock, John E. ==> 0.000165960037284
Crouch, Dick ==> 0.0
Ono, Kotaro ==> 6.92794688316e-06
Zhao, Shanheng ==> 9.90388904156e-07
Jaeger, Efrat ==> 0.0
Zuidema, Willem ==> 1.03738508983e-06
Utka, Andrius ==> 1.58028974774e-09
Emonts, Michael ==> 7.1199045766e-08
Bontcheva, Kalina ==> 0.00179692420221
Park, Jihyun ==> 2.49858431502e-06
Liu, Yi ==> 4.00720721044e-06
Chen, Keh-Jiann ==> 0.00128503858757
Basile, Pierpaolo ==> 2.32630420726e-06
Tan, Yee Fan ==> 1.40393456516e-06
Weiner, E. Judith ==> 8.08353341773e-07
Bouillon, Pierrette ==> 0.00049783405192
Cowan, Rosa ==> 6.04218703311e-09
Graehl, Jonathan ==> 0.000575182751482
Firzlaff, Beate ==> 1.82912578842e-05
Rapp, Reinhard ==> 0.000444176814925
Jung, Sangkeun ==> 8.54955170915e-07
Struble, Craig A. ==> 2.48621728907e-07
Pages, Pascale ==> 1.65177508836e-08
Li, Shoushan ==> 4.33205673757e-07
Zhang, J. ==> 3.03750505312e-06
Lu, Qin ==> 0.000237462900651
Oltramari, Alessandro ==> 0.0
Saravanan, M. ==> 2.77674555514e-07
Robaldo, Livio ==> 3.55416055162e-08
Papegaaij, B. C. ==> 0.0
Nowson, Scott ==> 2.43974957056e-07
Fujita, Sanae ==> 9.58722406672e-05
Xu, Weiran ==> 1.71065242182e-06
Morimoto, Tsuyoshi ==> 3.10356527516e-05
Arimoto, Yoshiko ==> 2.89663941171e-08
Niessen, Sonja ==> 4.32286371149e-05
Berthouzoz, Cathy ==> 1.78689559768e-06
Nogami, Masaru ==> 3.67935465857e-06
Azzam, Saliha ==> 0.000308148358465
Moszczynski, Rados Aw ==> 7.32233583749e-06
Kessler, Jason ==> 6.24849518148e-07
KolÃ¡Å™, JÃ¡chym ==> 1.61096586527e-06
Fawcett, Brenda ==> 7.67639226718e-07
Merialdo, Bernard ==> 0.000427759648723
Gaussier, Eric ==> 0.000800718554934
Cohen, Ariel ==> 5.23498817559e-07
Minel, Jean-Luc ==> 8.78714756595e-06
Tanner, Troy ==> 0.0
Nishida, Fujio ==> 0.000326123699871
Huang, Ruihong ==> 0.0
Hitkov, Ruslan ==> 4.72838768702e-08
Tipper, Neil ==> 2.60416890749e-07
Wu, Xihong ==> 1.80569460382e-05
Maritxalar, Montse ==> 5.20901262751e-05
Daniels, Jody J. ==> 4.12943772089e-09
Paredes-Frigolett, Harold ==> 0.0
Hong, Gumwon ==> 0.0
Ando, Sachiko ==> 0.0
McKenzie, Ashley ==> 2.14043660143e-06
Michiels, Archibald ==> 0.000123881759799
Bree, D. S. ==> 0.0
Cao, Diego De ==> 2.07748096361e-06
Kiyota, Yoji ==> 4.92594830509e-06
Lesea, Karen ==> 0.0
Drozd, Janus ==> 0.0
Naughton, Martina ==> 1.68771771799e-07
Young, Mark A. ==> 4.85869080458e-08
Johansson, Richard ==> 0.000539061736068
Stevenson, Mark ==> 0.00094674373064
Climent, Salvador ==> 9.46773803378e-05
Watanabe, Takao ==> 3.20467875011e-07
Vidal, Enrique ==> 2.91436428917e-05
Santini, Marina ==> 6.12432741769e-08
Yang, Fan ==> 6.87776781786e-05
Lin, Qian-Xiang ==> 1.14845226334e-06
Safier, Scott ==> 6.18166176669e-06
Dellert, Johannes ==> 1.15330235917e-06
Ortiz-Martínez, Daniel ==> 1.68314355561e-06
Cowan, Brooke ==> 0.000188310401722
Peretz, Ariel ==> 1.20000571914e-08
Ligozat, Gerard ==> 1.350095537e-05
Dong, Zhendong ==> 2.23005712707e-07
Shwartz, Steven P. ==> 0.0
Deschamp, Philippe ==> 6.58969559995e-06
Kreidlin, Leonid ==> 1.1377971407e-05
Tang, Rong ==> 8.47870600269e-08
Mao, Tingting ==> 4.6850825301e-06
Tsukawaki, Sachiyo ==> 6.2281067095e-07
Garcia-Varea, Ismael ==> 4.91420324941e-07
Hoste, Veronique ==> 4.0053046557e-05
Chang, Yu-Chia ==> 2.07874955107e-06
Broglio, John ==> 2.37883648311e-07
Ho, Hing-Cheung ==> 1.71039274082e-08
Sætre, Rune ==> 2.65076418611e-06
Zhou, Joe F. ==> 5.9485456212e-06
Gerlach, Michael ==> 0.000383587223527
Spasic, Irena ==> 2.11743559286e-05
Martin, David ==> 1.16649232435e-05
Liu, Jingjing ==> 1.00879709181e-08
Rats, M. M. M. ==> 0.0
Teh, Yee Whye ==> 8.88222474233e-06
Charniak, Eugene ==> 0.0169161862055
Remondeau, Christophe ==> 7.83384173091e-08
Marmorshtein, Efrat ==> 3.94380124677e-06
Godard, Daniele ==> 3.5023654946e-07
Gao, Zhao-Ming ==> 0.000101373945835
Guo, Cheng-Ming ==> 3.09043824395e-05
Nishikimi, Mikiko ==> 4.95532526507e-09
Ferrer i Cancho, Ramon ==> 6.32168595238e-08
Goyal, Amit ==> 1.21530049872e-07
Herring, Joshua ==> 5.71000972918e-08
Santos Jr., Eugene ==> 2.17805428703e-07
Tufis, Dan ==> 0.00193256231665
Povey, D. ==> 1.43172531092e-08
Geertzen, Jeroen ==> 7.62733660544e-06
Finch, Rebecca ==> 4.37650930086e-08
Erell, Adoram ==> 2.84597324547e-07
Cooper, Chris ==> 4.84884676472e-07
Kumar, Arun ==> 1.59922977127e-07
Kobsa, Alfred ==> 6.23097236787e-06
Terenziani, Paolo ==> 4.1882582087e-07
Corbin, Harold ==> 0.0
Multari, Annarosa ==> 5.81546939976e-06
Alexander, Dorcas ==> 1.51707209539e-07
Nitta, Yoshihiko ==> 0.000780575760875
Sagalova, Irina ==> 0.0
Mahajan, Milind ==> 4.21460057623e-07
Fukumoch, Yoji ==> 9.88582994162e-08
Ishikawa, Hiroshi ==> 0.0
Bar-Haim, Roy ==> 1.46932436088e-05
Takechi, Mineki ==> 2.04588571335e-06
Vivaldi, Jorge ==> 8.64126720613e-09
Nakanishi, Ryuichi ==> 0.0
Castelfranchi, Cristiano ==> 5.54748937387e-07
Benamara, Farah ==> 0.000229411737536
Song, Yu ==> 8.7462442081e-07
Fish, Randall ==> 2.95497996382e-07
Denoyer, Ludovic ==> 2.0224849432e-06
Singh, Akshay ==> 4.97979774622e-08
Defrise, Christine ==> 0.0
Phillips, William ==> 5.54651466479e-06
Dohsaka, Kohji ==> 3.60367037512e-05
Suzuki, Hisami ==> 0.000204578940928
Crist, L. ==> 0.0
Tamoto, M. ==> 2.7977552966e-07
Tiberius, Carole ==> 2.89223138203e-07
Hashim, Raza ==> 1.07194909662e-08
Asadi, Ayman ==> 1.6184785159e-08
Bartolini, Roberto ==> 1.45683625976e-05
ÅžtefÄƒnescu, Dan ==> 2.55196548274e-08
Stubbe, Andrea ==> 1.53108185442e-08
Franzen, Kristofer ==> 9.21424171996e-06
Lauer, Mark ==> 7.10745056303e-05
Fragkou, Pavlina ==> 2.1503405133e-07
Means, Linda G. ==> 1.14737572092e-07
Huang, Changning ==> 0.00239406556211
Schnattinger, Klemens ==> 3.49534970355e-06
Frasconi, Paolo ==> 4.4952872271e-07
Lersundi, M. ==> 0.0
Cheng, Ying ==> 1.2060923124e-07
Ha, Le An ==> 2.27760229469e-05
Li, Ping ==> 8.08245919041e-09
Chou, Lin-Yi ==> 9.48109737192e-08
Roa, Sergio ==> 1.18904227572e-08
Langlais, Philippe ==> 0.000505868213786
Sun, Haotian ==> 9.15459779897e-07
Liu, Ting ==> 0.001140420717
Wang, Shilong ==> 3.51746750878e-07
Krey, J. ==> 3.05595279566e-09
Ohashi, Kazuteru ==> 3.60404959402e-09
Prokic, Jelena ==> 5.44365010263e-07
Eyassu, Samuel ==> 1.00247641659e-07
Zhang, Huipeng ==> 1.11179911693e-07
Giangrandi, Paolo ==> 5.12554251294e-06
Peng, Tao ==> 1.71065242182e-06
Montolio, Josep ==> 3.68530767429e-07
McCoy, Kathleen F. ==> 0.00398154692629
Bohm, Klemens ==> 1.44606988052e-07
Schein, Andrew ==> 3.65161844837e-05
Fuentes Fort, Maria ==> 3.80003550738e-07
Stamatatos, Efstathios ==> 8.68469647463e-06
Lin, Ziheng ==> 1.82301106064e-08
Newman, Eamonn ==> 5.68000782188e-09
Allegrini, Paolo ==> 1.5003042445e-07
Tsukahara, Nobuyuki ==> 1.05970291437e-07
Prieto, Natividad ==> 2.8571025828e-06
Sheinman, Vera ==> 2.30904723501e-07
Okurowski, Mary Ellen ==> 0.000974929421855
Rozovskaya, Alla ==> 1.12940315772e-06
Winnemoller, Ronald ==> 5.51274665398e-07
Blatak, Jan ==> 1.10062348594e-07
Ravin, Yael ==> 0.000485100866976
Pociello, Eli ==> 2.77867840408e-06
Yamashita, Y. ==> 2.7977552966e-07
Bolshakov, Igor A. ==> 0.0
Nakhimovsky, Alexander ==> 1.53714665661e-05
Vadas, David ==> 3.3468017846e-06
Downey, Doug ==> 8.44120899779e-06
Spitters, Martijn ==> 2.3093239832e-06
Chauché, Jacques ==> 2.53028292842e-05
Sacaleanu, Bogdan ==> 0.0
Piao, Scott S. L. ==> 0.000129442648274
Bonawitz, Keith ==> 0.0
Sandrini, Vanessa ==> 3.82578448802e-05
Gillis, Steven ==> 0.00018558873064
Pinto, David ==> 8.79349582427e-08
Sigurd, Bengt ==> 1.61010609325e-06
Morin, Emmanuel ==> 3.17772316873e-05
Farré, Jacques ==> 5.94688987694e-08
Califf, Mary Elaine ==> 2.09798158424e-06
Jones, Rosie ==> 0.000152701149162
Oakes, Michael ==> 9.67225903882e-11
Xin-Yu, Dai ==> 1.82943559136e-07
Poesio, Massimo ==> 0.00482542255451
Lesniewski, A. ==> 4.3053892995e-05
Papineni, Kishore ==> 0.00201887320644
Blaauw, Eleonora ==> 0.0
Nilsson, Jens ==> 0.000455757868625
Elkiss, Aaron ==> 1.85896160925e-07
Kun, Andrew ==> 1.33207668416e-10
Vos, Rein ==> 2.78260643446e-07
Gordon, Andrew S. ==> 4.75917535229e-06
Campbell, Lyle ==> 0.0
Hsieh, Shu-Kai ==> 4.11385046939e-05
Van Rooy, Bertus ==> 4.67119818185e-08
Kahane, Sylvain ==> 0.000273287417662
De Bie, Tijl ==> 2.96191595819e-07
Turunen, Markku ==> 0.0
Bell, Matthew ==> 5.07577368605e-05
Schuler, Karin ==> 5.90722192378e-06
Yoon, Su-Youn ==> 1.29596890797e-05
Moss, Lawrence S. ==> 3.18094734621e-07
Kim, Jin-Dong ==> 0.000151870861564
Fink, Pamela K. ==> 9.22720893498e-06
Pang, Lixin ==> 1.48046682884e-06
Ticrea, Miruna ==> 1.09186099622e-06
Fujino, Akinori ==> 1.50257877745e-06
Paul, Douglas B. ==> 0.00105047256443
Guo, Jin ==> 0.000207694804681
Glass, James R. ==> 0.00134656990499
Kaggal, Vinod ==> 5.90722192378e-06
Jones, Douglas A. ==> 3.93361906487e-05
Wang, Ye-Yi ==> 4.44093891984e-06
Fang, Gaolin ==> 6.07044159997e-07
Naszodi, Matyas ==> 0.0
Nomiyama, Hiroshi ==> 2.35512367043e-07
Tsuchiya, Shin'Ichi ==> 0.0
Goeser, Sebastian ==> 1.4070659119e-05
Harrington, Jonathan ==> 1.25945017489e-08
Hugosson, Asa ==> 7.24890468475e-08
Gispert, Adria De ==> 1.84947732915e-09
Yue, Ming ==> 8.43598872806e-07
Allen, Eileen E. ==> 0.0
McNab, Rodger ==> 0.000136492570854
Yakushiji, Akane ==> 1.75050261872e-05
McCaw, John ==> 0.0
Altun, Yasemin ==> 0.000154529525833
Yang, Yiming ==> 0.000680551884823
Hidano, Youichi ==> 1.37347509547e-08
Weisweber, Wilhelm ==> 1.44168496269e-05
Gleim, Rudiger ==> 5.87300723504e-07
Klippel, Alex ==> 9.33780267804e-08
Mey, Jacob ==> 0.0
Gaume, Bruno ==> 1.49735223944e-05
Chatterji, Sanjay ==> 2.48056415971e-06
Cigarran, Juan ==> 1.54765915303e-05
Jokinen, Kristiina ==> 0.000322700576158
Noureddine, Soufiane ==> 0.0
Yu, Yeong-Ho ==> 1.74284729076e-06
Kerpedjiev, Stephan M. ==> 0.000344941499759
Troutt, Audrey ==> 4.92925411602e-07
Sato, Satoshi ==> 0.000999598124944
Greiff, John ==> 1.39239650431e-08
Kis, Balazs ==> 0.000169388741869
Jones, Danny ==> 4.75773031131e-06
Larkin, Samuel ==> 1.38366232636e-07
Burek, Gaston G. ==> 2.05140159893e-08
Xu, Bo ==> 0.000201411212778
Berck, Peter ==> 0.000109202304132
Thiel, Ulrich ==> 5.82980832021e-07
Dey, Pradip ==> 8.70749386984e-05
Bu, Jiajun ==> 1.13143424693e-09
Bei, Ben ==> 0.0
Dyvik, Helge ==> 1.2234429493e-05
Langone, Helen ==> 7.43647296504e-08
Krstovski, Kriste ==> 9.15010324885e-07
Surdeanu, Mihai ==> 0.000395061085867
Lehman, Jill Fain ==> 0.0
Cidral, Alexandre ==> 3.10619235397e-07
Mizuta, Yoko ==> 1.03945591774e-06
El Isbihani, Anas ==> 7.72689640337e-08
Hjalmarsson, Anna ==> 3.0356978539e-09
Avram, Dana ==> 8.61005732617e-08
Ganguly, Niloy ==> 0.000191469334251
Maxwell III, John T. ==> 0.00131439703105
Rodriguez, Horacio ==> 0.000282013988157
Kotani, Katsunori ==> 5.46397812946e-08
Haji-Abdolhosseini, Mohammad ==> 3.88270986048e-07
Paek, Tim ==> 3.01940655943e-05
Van Gael, Jurgen ==> 2.40472686882e-07
Pan, Feng ==> 4.41633496631e-05
Xiong, Zhongyang ==> 3.2751050066e-06
Fuji, Masaru ==> 0.0
Galil, Zvi ==> 1.30563656493e-08
Zhu, Danqing ==> 2.46735102848e-08
Pennacchiotti, Marco ==> 0.000275252765249
Mehlhorn, Kurt ==> 4.20736967963e-07
Li, Li ==> 3.62879756881e-06
Nessly, Larry ==> 5.2663254895e-08
Muthukrishnan, Pradeep ==> 0.0
ObrÄ™bski, Tomasz ==> 1.96567665929e-07
Chen, Ying-Ju ==> 3.21256499825e-08
Mardis, Scott ==> 3.07172166355e-06
Haugeneder, Hans ==> 5.89998397632e-06
Turney, Peter D. ==> 0.00088381301925
Lang, Jun ==> 1.09432603814e-07
Barrett, Leslie ==> 1.70244717322e-06
Sun, Le ==> 0.000666046867749
The Annotation Group ==> 3.36277907813e-06
Ono, Yoshihiko ==> 0.0
Sakaki, Takeshi ==> 1.78466099992e-06
Zackova, Eva ==> 0.0
McCalla, Gordon I. ==> 2.4981437856e-07
Mitchell, Margaret ==> 2.72615947296e-07
Berendsen, Egon ==> 0.0
Wang, Xiaofeng ==> 2.04862919635e-07
Munoz, Rafael ==> 9.75906453608e-05
Chinchor, Nancy A. ==> 0.00152287430662
Heimonen, Juho ==> 1.14675643869e-06
Gravano, Agustín ==> 5.20194287895e-08
Aiso, Hideo ==> 4.50443460639e-07
Berrendonner, Alain ==> 0.0
Uchiyama, Koki ==> 1.78466099992e-06
Ogren, Philip V. ==> 0.000113939266105
Abdul, Mujibur ==> 1.60450282025e-07
Christensen, Lee ==> 2.31150468139e-05
Grandchamp, Jean-Michel ==> 6.20044662703e-07
Yamabana, Kiyoshi ==> 4.03202441779e-05
Hung, Hsi-Chuan ==> 6.24211347251e-08
Kowtko, Jacqueline C. ==> 0.000468210386383
Compagnion, Herve ==> 3.81685651074e-06
Murase, Takahisa ==> 4.67529100619e-06
The PLUM Research Group ==> 5.46335281251e-06
Bennamoun, Mohammed ==> 5.13747092344e-07
Mermelstein, P. ==> 4.62002523523e-06
White, Ryan ==> 0.0
Ler, Daren ==> 9.84385472497e-07
Barbero, Cristina ==> 2.63952896641e-07
Jirku, Petr ==> 0.0
Xiao, Chun ==> 3.98317795524e-07
Shime, Takao ==> 4.11763877147e-06
Davis, Neil ==> 7.22967516581e-07
Craven, Mark ==> 8.30143360685e-07
Malouf, Robert ==> 0.000263312429034
Andersen, Peggy M. ==> 2.16159895966e-05
Vandeghinste, Vincent ==> 1.9099740013e-06
Meng, Yao ==> 3.52266418247e-06
Bratt, Harry ==> 8.73245144927e-06
Cromieres, Fabien ==> 7.96404283946e-10
Sandbank, Ben ==> 8.42299288845e-07
Brun, Caroline ==> 6.20017454177e-05
Rojas, David ==> 9.47995572503e-07
Li, Wanyin ==> 3.77065854961e-05
Nakazawa, Tsuneko ==> 2.72126402785e-06
Koontz-Garboden, Andrew ==> 3.396396991e-07
Jiang, Jing ==> 9.78601520201e-06
Lo, Wai Kit ==> 1.2000645823e-06
Okazaki, Naoaki ==> 0.00012031780118
Granacki, John J. ==> 1.98066082396e-05
Lee, Richard ==> 0.0
Collier, Robin ==> 0.0
Zhang, Hu ==> 7.67927589275e-08
Branavan, S.R.K. ==> 6.06483444513e-08
Stallard, David G. ==> 0.00133666200083
Song, Young-In ==> 4.12502691949e-06
Aikawa, Takako ==> 4.56425943781e-06
Zhu, Conghui ==> 3.27229529915e-07
Krallinger, Martin ==> 9.72047676477e-08
Roussarie, Laurent ==> 2.05343090815e-05
Gedigian, Matt ==> 6.550930808e-06
Harris, Mary Dee ==> 3.07104049851e-05
Beesley, Kenneth R. ==> 0.000335104766398
Watson, Bruce W. ==> 9.12594546749e-06
Mital, Manav Ratan ==> 1.1944762806e-07
Plank, Barbara ==> 5.16834619413e-08
Pighin, Daniele ==> 1.01686496181e-05
Kunii, Tosiyasu L. ==> 0.0
Zubarev, Irine ==> 3.43243806926e-06
Jimenez-Salazar, Hector ==> 8.79349582427e-08
Enomoto, Hajime ==> 0.0
Dresher, Elan B. ==> 2.84788808338e-10
Stump, Gregory ==> 0.0
Fouvry, Frederik ==> 9.2356211968e-05
AbdelRahman, Samir ==> 0.0
Day, David S. ==> 0.0005223494541
Lee, Hyun Ah ==> 1.61057205175e-07
Skut, Wojciech ==> 0.000419708361579
Petasis, Georgios ==> 5.98993505752e-06
Della Pietra, Vincent J. ==> 0.0217944563262
Hoffman, Sarah ==> 4.66844149546e-08
Chen, Jinxiu ==> 6.02418198564e-06
Cruz, Isabel ==> 6.91864463286e-09
Larsen, Jeppe ==> 7.31800965061e-08
Klabbers, Esther ==> 1.31783279681e-07
Beil, Franz ==> 2.28710653917e-05
Ukai, Naoya ==> 0.0
Wu, Hua ==> 0.000104583552878
Pado, Ulrike ==> 3.08531394223e-07
Tron, Viktor ==> 2.82804096912e-05
Hajicová, Eva ==> 0.00121859124883
Bennett Novak, Gordon ==> 0.0
Estival, Dominique ==> 4.26094649773e-05
Devos, Laurent ==> 9.49778110547e-07
Lennig, Matthew ==> 4.70312238635e-06
Finthammer, Marc ==> 7.70685865584e-08
Stoness, Scott C. ==> 2.14374403632e-05
Soltau, Hagen ==> 4.05261521872e-09
Williams, David ==> 1.09253593003e-05
Vanhatalo, Ulla ==> 0.0
Cao, Guihong ==> 5.21046080983e-05
Uemura, Shunsuke ==> 3.57059101805e-07
Kim, Youngwhan ==> 6.8632212148e-06
Rauch, Erik ==> 5.49561958447e-07
Wales, Roger ==> 0.0
Baumann, Timo ==> 2.73372844067e-07
Rossignol, Mathias ==> 3.82249701051e-07
Bindi, Remo ==> 0.000146607742853
Beals, Katherine P. ==> 6.37304015392e-08
Kwon, Hyuk-Chul ==> 1.01965664692e-09
Li, Qing ==> 5.62026280758e-06
Macherey, Klaus ==> 2.02681505974e-06
Langjahr, Andreas ==> 1.57031291278e-07
Avgustinova, Tania ==> 1.35778922224e-06
Raman, Anand ==> 5.69068962493e-08
