Ucoluk, Gokturk ==> 2.56494208494e-05
Nyberg, Eric H. ==> 0.000187972529509
Yang, Dongqiang ==> 1.92849598963e-05
Koontz, Eugene ==> 2.30682916017e-05
Yuen, Raymond W. M. ==> 2.19026846582e-05
Sugiyama, Bruno Akio ==> 4.099248322e-05
Vander Linden, Keith ==> 0.000121282971345
Rubin, David ==> 3.29000989844e-05
Roth, Steven F. ==> 0.000106678611191
Ji, Gang ==> 3.88123303879e-05
Jiang, Hongfei ==> 0.000199931001034
Tadeu, Thiago ==> 2.02217380364e-05
Caldwell, David E. ==> 4.89502137934e-05
Mencke, Myriam ==> 2.22056382634e-05
Ringlstetter, Christoph ==> 7.47994958367e-05
Ivanova, Krasimira ==> 1.80905922001e-05
Mitjushin, Leonid ==> 5.81969786542e-05
Hying, Christian ==> 4.59464232437e-05
Tsai, Shih-Chung ==> 4.87378848443e-05
Yoshii, Rika ==> 2.66998451965e-05
Williams, Briony ==> 3.09046251433e-05
Sauri, Roser ==> 0.000177325636729
Wachsmuth, Ipke ==> 1.81926291812e-05
L&ouml;nneker-Rodman, Birte ==> 3.21599871666e-05
Charoenpornsawat, Paisarn ==> 3.39355935792e-05
Jeon, Je Hun ==> 1.99454432789e-05
Gill, Alastair ==> 3.86220181458e-05
Braun, Anthony ==> 1.58460094044e-05
Mille, Simon ==> 2.5533240683e-05
Freitas, Cl&aacute;udia ==> 2.40138774525e-05
Hermjakob, Ulf ==> 0.000205839967153
Lignos, Constantine ==> 2.78846243974e-05
Domges, Florian ==> 3.27331156191e-05
Shimohata, Mitsuo ==> 5.46748070155e-05
Korayem, Mohammed ==> 2.79215159045e-05
Cercone, Nick ==> 4.52092887633e-05
Morita, Hajime ==> 2.39310449553e-05
Anaya-Sanchez, Henry ==> 2.32251817113e-05
Fan, Xiaozhong ==> 3.01325637029e-05
McLernon, Brian ==> 2.17921945267e-05
Campana, Ellen ==> 6.57360438396e-05
Fersoe, Hanne ==> 7.28484934595e-05
Lee, M. G. ==> 1.77610547348e-05
Trippel, Thorsten ==> 1.61123463744e-05
Umeda, Masamitsu ==> 1.51830825619e-05
Ben-Dror, Natan ==> 2.29523017368e-05
Tom&aacute;s, Jes&uacute;s ==> 8.43116575813e-05
Song, Ui-Sung ==> 3.30974371908e-05
Tan, Chenhao ==> 4.85152791613e-05
Pahikkala, Tapio ==> 0.000124433506204
Emery, Gary ==> 1.80626640912e-05
Walther, Markus ==> 4.45600502359e-05
Wang, Mengqiu ==> 0.000168078739903
Wirth, Michael ==> 3.28404087432e-05
Newman, John ==> 1.52648729763e-05
Groenink, Annius V. ==> 1.58250924959e-05
Yu, Liang-Chih ==> 7.54454177172e-05
For&#x103;scu, Corina ==> 1.58325605532e-05
Saraswat, Vijay ==> 3.70712593158e-05
Buckeridge, Alan M. ==> 2.10032659608e-05
Tani, Tadaaki ==> 2.65018158451e-05
Tian, Hao ==> 3.19015416956e-05
Zechner, Klaus ==> 0.000204556091554
Black, Ezra W. ==> 0.000434415414984
Lyon, Richard F. ==> 1.54061329946e-05
Tambouratzis, Dimitrios ==> 1.57021072057e-05
Thesingh, Jan ==> 1.91002800071e-05
Drummond, Joanna ==> 1.75720920578e-05
Seo, Jungyun ==> 0.000205667532995
Brinkmann, Karl-Heinz ==> 1.73447554261e-05
Lagarda, Antonio L. ==> 8.9933376783e-05
Nigam, Kamal ==> 2.33734968992e-05
Maxwell, Michael ==> 3.930566349e-05
Baumgartner Jr., William A. ==> 5.27253975881e-05
Huang, Taiyi ==> 4.28710929162e-05
Tietze, Martin I. ==> 1.90122958927e-05
Treeratpituk, Pucktada ==> 3.45298287435e-05
Nakamura, Teigo ==> 2.44115631181e-05
Niv, Michael ==> 5.28391972253e-05
Raghavan, Sindhu ==> 3.87936556153e-05
Wermter, Joachim ==> 0.000274807483473
Nishimoto, Takuya ==> 2.73292753219e-05
Frid, Nadezhda ==> 2.99357077215e-05
Chang, Jyun-Sheng ==> 2.99374151027e-05
Dien, Dinh ==> 2.9423494379e-05
Zhang, Ying ==> 9.49068989664e-05
Lu, Jia ==> 1.86571376588e-05
Zheng, Lei ==> 2.42238015065e-05
Golenia, Bruno ==> 1.94734070586e-05
G. S. K., Chaitanya ==> 2.9864153131e-05
Escalante, Hugo Jair ==> 1.6550608027e-05
Matsushima, Katsumori ==> 1.38382887924e-05
Nicholson, Devlan ==> 2.4393090721e-05
Farrell, Kim ==> 3.4018500454e-05
Van Der Wouden, Ton ==> 1.5379319011e-05
Kilgour, Jonathan ==> 2.85332952946e-05
White, Christopher M. ==> 2.42570280861e-05
Lane, Peter ==> 3.11358126999e-05
Sugimoto, Hiromi ==> 3.05647418118e-05
Maynard, Diana ==> 0.000351515245933
Mehta, Rahul ==> 5.72432843473e-05
Chen, Benfeng ==> 7.28599016559e-05
Koppermann, Christopher ==> 3.00525810457e-05
Tuggener, Don ==> 4.24413652348e-05
Nov&aacute;k, Attila ==> 2.60769660434e-05
Casacuberta, Francisco ==> 0.000449773150568
Micelli, Vanessa ==> 4.24388039639e-05
Zhao, Jian ==> 2.02248920953e-05
Chen, Qing ==> 4.95673536265e-05
Catarsi, M. N. ==> 1.42331269412e-05
Meisel, William S. ==> 1.51922588739e-05
Ytrestl, Gisle ==> 2.44570141961e-05
Watanabe, Yasuhiko ==> 3.31371483732e-05
Theron, Pieter ==> 3.3296247976e-05
Senuma, Hajime ==> 1.42553450053e-05
Cowie, James R. ==> 0.000140864728881
Todirascu, Amalia ==> 1.51706641505e-05
Teow, Loo-Nin ==> 2.83551697685e-05
Lev, Iddo ==> 2.98774131169e-05
Hansen-Schirra, Silvia ==> 6.61037962943e-05
Mathur, Prashant ==> 4.43997731853e-05
Ipeirotis, Panagiotis ==> 2.99826258204e-05
Srinivasan, S. H. ==> 1.42831184063e-05
Homola, Petr ==> 2.78589902515e-05
Granell Zafra, Joaquin ==> 1.5089633069e-05
Dahlmann, Irina ==> 1.94681178493e-05
Giannone, Cristina ==> 3.561754804e-05
Huang, He-Yan ==> 1.80987648579e-05
Balfourier, Jean-Marie ==> 2.27085838759e-05
Batiukova, Olga ==> 3.13940602851e-05
Garthwaite, Paul H. ==> 1.92720503021e-05
Petinot, Yves ==> 1.88417128904e-05
Rankel, Peter ==> 1.8080301149e-05
Rashwan, Mohsen ==> 1.38753500912e-05
Yu, Hong-Kui ==> 0.000120148887301
Chan, Syin ==> 2.398189224e-05
Abuleil, Saleem ==> 6.12651764665e-05
Verdezoto, Nervo ==> 3.13020951685e-05
Eisele, Andreas ==> 0.000244364008446
abu Shawar, Bayan ==> 1.59875633372e-05
Lagarrigue, Sandrine ==> 2.23256657693e-05
Sullivan, Ryan ==> 1.73945527164e-05
Macpherson, Melissa ==> 2.05037711499e-05
Nakano, Mikio ==> 0.000237386814401
Xu, Wei ==> 0.00016719928591
Cucchiarelli, Alessandro ==> 0.000101634562725
Tomanek, Katrin ==> 0.000300745602531
Masanz, James ==> 3.02468542125e-05
Xu, Sheng ==> 2.17769821841e-05
Lee, Jong-Hyeok ==> 0.000227696123243
Yang, Duen-Chi ==> 1.93273077556e-05
Clark, Sam ==> 6.76210595045e-05
Zhang, Jiajun ==> 8.24008832196e-05
Chen, Han-Bin ==> 4.48253281019e-05
Cappelli, Amedeo ==> 3.10833416957e-05
Leveling, Johannes ==> 2.02390573134e-05
Zhou, Zheng-Yu ==> 2.60340061981e-05
Lehmann, John ==> 5.83818237733e-05
Gahbiche-Braham, Souhir ==> 3.964586468e-05
Reichenberger, Klaus ==> 6.84290054555e-05
Gustafson-Capkova, Sofia ==> 2.06383400832e-05
Lopresti, Daniel ==> 2.21674323396e-05
Fernandes, Graca ==> 2.57124735473e-05
Zhang, Guohua ==> 2.27620349297e-05
Sharif Razavian, Narges ==> 1.55505296834e-05
Mitra, Mandar ==> 4.67208655517e-05
Yang, Guowen ==> 1.94601413e-05
Chung, Grace Y ==> 7.62669356956e-05
Ouzounova, Rossitza ==> 3.08272735877e-05
Bloodgood, Michael ==> 9.66547310104e-05
Yamashita, Yoichi ==> 2.62158699529e-05
Mehta, Hena ==> 3.05103106794e-05
Tao, Tao ==> 0.000131022336113
Moon, Kyonghi ==> 2.33422709581e-05
Han, Aydin ==> 3.40093131307e-05
Savova, Guergana ==> 4.18588750539e-05
Patil, Ramesh ==> 6.02568568491e-05
Heid, Ulrich ==> 9.30658685502e-05
Chatterjee, Samidh ==> 3.77488447847e-05
Tsoi, Wing Fu ==> 1.47061464657e-05
Slater, Mark ==> 1.91404122073e-05
M, Sasikumar ==> 3.71919177024e-05
Rosario, Barbara ==> 0.000171382501187
Foster, Jennifer ==> 0.00031404273685
Frixou Drakos, Nicos ==> 1.97222882583e-05
Mel'cuk, Igor A. ==> 7.17344693837e-05
Al-Maskari, Azzah ==> 1.41524465269e-05
Loebner, Egon ==> 3.31048330377e-05
Al-Shalabi, Riyad ==> 6.4261214126e-05
Ding, Yuan ==> 0.00013770270304
Kim, Joohyun ==> 2.73378326863e-05
Niehues, Jan ==> 0.000194065929712
Kikui, Genichiro ==> 0.000337610336344
Kilbury, James ==> 6.79832089294e-05
Howard, Tom ==> 1.50395431117e-05
Codina, Joan ==> 1.7991797383e-05
Gupta, Shalini ==> 3.2797796159e-05
Wade, Vincent ==> 0.000112822248547
Geerlings, Hanneke ==> 1.65330084285e-05
Pelletier, Francis Jeffry ==> 6.58502106008e-05
Silva, Jo&atilde;o ==> 4.24461992135e-05
Laxman, Srivatsan ==> 3.47507621566e-05
Hoshino, Nami ==> 1.46493277306e-05
Arnola, Harri ==> 2.02794685589e-05
Uzuner, &Ouml;zlem ==> 6.83205827811e-05
Kipper-Schuler, Karin ==> 1.51956350037e-05
Huang, HaiXiang ==> 1.74228134928e-05
Jarvinen, Timo ==> 0.000168223227384
Koskenniemi, Kimmo ==> 0.000229296458624
Gasser, Michael ==> 2.61354773107e-05
Zheng, Yi ==> 1.85559402179e-05
Matsui, Tomoko ==> 1.8696617434e-05
Hern&aacute;ndez Gomez, Luis A. ==> 2.85992643713e-05
Vertanen, Keith ==> 2.02972904176e-05
Scheideck, Tobias ==> 1.63771935029e-05
Dalianis, Hercules ==> 4.07858081861e-05
Degand, Liesbeth ==> 2.19979191735e-05
Nakazato, Shu ==> 7.2090532935e-05
Maziero, Erick ==> 2.9029212189e-05
Cohen, Andrew ==> 1.44262152152e-05
Shimada, Mitsunobu ==> 1.63968620638e-05
Merchant, Roberta H. ==> 5.97204355317e-05
Persidis, Andreas ==> 4.1227733313e-05
Shih, Yueh-Yin ==> 3.94296242169e-05
Jorgensen, Joseph ==> 2.02875323553e-05
Kallonis, Spyros ==> 1.44557508001e-05
Byrne, William ==> 0.000660954280338
Atterer, Michaela ==> 0.000184010529865
Poller, Peter ==> 0.000129512250376
van de Camp, Matje ==> 2.351141699e-05
Biewald, Lukas ==> 5.32764771547e-05
Tan, Songbo ==> 6.93545954902e-05
Eldawy, Mohamed ==> 2.62887975545e-05
Tsunoda, Tatsuhiko ==> 5.55720118709e-05
O'Sullivan, Donie ==> 1.64712574431e-05
Arens, Yigal ==> 4.81283454268e-05
Bened&iacute;, Jos&eacute;-Miguel ==> 0.000113089949842
Hur, Wook ==> 1.6950912398e-05
Yu, Yong ==> 7.95835952978e-05
Espeja, Sergio ==> 5.1498598389e-05
Schmidt-Wigger, Antje ==> 6.65238630647e-05
Ueffing, Nicola ==> 0.000440852184995
Bills, Steven ==> 9.1433005949e-05
Ak&#x131;n, Ahmet Af&scedil;&#x131;n ==> 3.79092702295e-05
Marge, Matthew ==> 4.05506415799e-05
Riesa, Jason ==> 5.06624395943e-05
Thompson, Frederick B. ==> 2.43073600387e-05
Rincel, Phillipe ==> 2.73375497581e-05
Lukaszewicz, Witold ==> 1.44927428585e-05
White, James P. ==> 3.04489820266e-05
Egges, Arjan ==> 3.59558489009e-05
Samard&#x9E;i&cacute;, Tanja ==> 3.74600892777e-05
Pang, Bo ==> 0.00106409208338
Zhang, James ==> 5.86207204146e-05
Korzen, I&oslash;rn ==> 2.98153916493e-05
Yeates Sedelow, Sally ==> 1.48612261038e-05
Yagisawa, Tsuyoshi ==> 1.39520406047e-05
Heintz, Ilana ==> 1.60335281211e-05
Gamez, Jose A. ==> 2.07604408309e-05
Brown, Gregory ==> 1.89127433343e-05
Elko, G. W. ==> 3.90246936319e-05
Wachsmuth, Henning ==> 2.24519839803e-05
Filali, Karim ==> 2.57525123141e-05
Brodda, Benny ==> 1.50616656999e-05
Hill, Simon ==> 1.41701134677e-05
Ferreira, Eduardo ==> 2.75772378349e-05
Wade, Elizabeth ==> 0.00012955699052
Barker, Ken ==> 7.82798374171e-05
Brody, Samuel ==> 0.000230240378569
Dickerson, Wayne B. ==> 3.24200072909e-05
Vasilakopoulos, Argyrios ==> 3.06988920839e-05
Edwards, Jane ==> 2.92815773137e-05
Rytting, C. Anton ==> 1.57320047546e-05
Ruiz, Nick ==> 3.30438278019e-05
Kwan, Jennifer Lai Pheng ==> 8.43202437872e-05
Dimitrov, Aleksandar ==> 3.54122624643e-05
Chambers, Nate ==> 4.78449994976e-05
Gal, Ya'akov ==> 5.19890595563e-05
Bertran, Manuel ==> 1.70144417882e-05
Tutin, Agnes ==> 3.77878847717e-05
Thomas, Robert G. ==> 7.48631102543e-05
Sakas, William Gregory ==> 1.54662094047e-05
Nie, Yu ==> 1.7871328286e-05
Stolle, Reinhard ==> 2.90870636359e-05
Achour, Hadhemi ==> 1.46136814732e-05
Zong, Liang ==> 2.12113169362e-05
Zhang, Fang-Fang ==> 2.26231260077e-05
Sinha, R. Mahesh K. ==> 3.23043374912e-05
Loehr, Dan ==> 2.47393506483e-05
Fernandez Orqu&iacute;n, Antonio ==> 2.36693766811e-05
Bayerl, Petra Saskia ==> 2.30294339202e-05
Yang, Muyun ==> 0.000110142138174
Kassaei, Mahmoud ==> 1.41701134677e-05
Reyes, Antonio ==> 2.43479121314e-05
Shu, W. ==> 1.94311884069e-05
Miller, David ==> 3.20223943598e-05
Zhu, Huijia ==> 5.80717112922e-05
de Rijke, Maarten ==> 0.000235759223387
Ma, Erlei ==> 1.79941557754e-05
Braden-Harder, Lisa C. ==> 7.30084818657e-05
Reich, Peter A. ==> 6.62940787744e-05
Chung, You-Shan ==> 2.60586430474e-05
Ritchie, Graeme D. ==> 0.000218424371928
Poria, Sanjay ==> 2.61295994208e-05
Zhang, Anne ==> 1.81853043351e-05
Brants, Thorsten ==> 0.00107313679663
Ogino, Takano ==> 3.05842972693e-05
Zhao, Bing ==> 0.000301309067016
Dahl, Deborah A. ==> 0.000573528425983
Priebe, Carey ==> 1.80865950759e-05
Byron, Donna K. ==> 0.000238488031277
Nirenburg, Inna ==> 1.74887574084e-05
Celebi, Arda ==> 5.0171206066e-05
Fern, Xiaoli ==> 1.3719075645e-05
Schiffman, Barry ==> 0.000102855294808
Corbett, Greville G. ==> 2.29172510085e-05
Ji, Heng ==> 0.00051261110737
Paek, Eunok ==> 5.64140606851e-05
Lall, Ashwin ==> 3.54663590906e-05
Garrett, Benjamin ==> 3.9643167013e-05
N&uuml;rnberger, Andreas ==> 2.14163217072e-05
Schenk, Andre ==> 1.61973607883e-05
Nishimura, Ryo ==> 2.62807139449e-05
Cai, Qingsheng ==> 2.29726185925e-05
Kovashka, Adriana ==> 3.87936556153e-05
Padmanabhan, Mukund ==> 2.92908494082e-05
Acomb, Kate ==> 1.9956863775e-05
Karagol-Ayan, Burcu ==> 3.30603771183e-05
Karlin, Robin F. ==> 2.76538233687e-05
Nytr&oslash;, &Oslash;ystein ==> 1.46567993497e-05
Nivre, Joakim ==> 0.00208379101553
Dietterich, Thomas G. ==> 1.3719075645e-05
Hawizy, Lezan ==> 4.23647692897e-05
Aguado de Cea, Guadalupe ==> 3.18737666479e-05
Greenwood, Mark A. ==> 0.000138808987248
Precoda, Kristin ==> 2.58261936014e-05
Shinchu, Tsuyoshi ==> 1.54668867509e-05
Halverson, Lauren ==> 2.28503694053e-05
Kemper, Brian ==> 2.15062352804e-05
Martinez Santiago, Fernando ==> 1.99797330733e-05
Corpas, Gloria ==> 2.16906815977e-05
Haddow, Barry ==> 0.000234993254638
Vera, David ==> 1.68513437282e-05
Tam, Daniel ==> 1.50978226417e-05
Gates, Donna M. ==> 0.000229711458796
Kang, Moonyoung ==> 1.63041286759e-05
Corio, Marc ==> 1.77097729845e-05
Moens, Marc ==> 0.000752606971961
Silberer, Carina ==> 5.01127357655e-05
Payan, Donald G. ==> 1.8483973532e-05
Daya, Ezra ==> 3.21886237789e-05
Ferreras, Francisco L. ==> 1.56005963267e-05
Liu, Jingchen ==> 2.22403011842e-05
Yuan, Chunfa ==> 8.96142529747e-05
Fan, Jianping ==> 2.33968561547e-05
Tardiff, Seth ==> 2.34738946428e-05
Fluhr, Christian ==> 2.49960651496e-05
Hirano, Toru ==> 5.31767946926e-05
Vondruska, Richard J. ==> 1.36414870137e-05
Goldberg, Andrew B. ==> 0.0001285774917
Bacalu, Ciprian ==> 2.21038357663e-05
Allison, Timothy ==> 3.53330400879e-05
Becker, Lee A. ==> 2.31680631523e-05
Law, Hubert Hin-Cheung ==> 3.07456707089e-05
Subramanya, Amarnag ==> 6.14613297051e-05
Ziegler, J&uuml;rgen ==> 2.75208331969e-05
Wu, Qiang ==> 3.08966907541e-05
Eishold, Florian ==> 1.61831455737e-05
Weng, Jui-Yu ==> 2.0024044175e-05
Hwang, Jena D. ==> 5.50768704793e-05
Donaghy, Kevin ==> 1.60896121807e-05
McKeown, Kathleen R. ==> 0.00262735229965
Qinlong, Zhang ==> 1.81212617824e-05
Sharifi, Beaux ==> 3.70291275345e-05
Amano, Shigeaki ==> 3.44523351261e-05
Klein, Sheldon ==> 4.11163118335e-05
Bundy, Alan ==> 3.26064675578e-05
Kim, Jung Hee ==> 1.66381695745e-05
Qazvinian, Vahed ==> 0.000209272403848
Moscovich, Tomer ==> 3.9643167013e-05
Li, Fang ==> 1.4397234178e-05
Das, Dipankar ==> 9.84935644402e-05
Bennamoun, Mohammed ==> 2.35343060754e-05
Ju, Yun-Cheng ==> 2.44003615982e-05
Rumbell, Timothy ==> 1.63195214906e-05
Galanis, Dimitrios ==> 0.000103511861207
Jelinek, Frederick ==> 0.000952125020792
Cheng, Xueqi ==> 0.000112071712991
Bai, Shuanhu ==> 3.40363884286e-05
Skinner, Michael ==> 3.0671986873e-05
Gertner, Yael ==> 3.94541901969e-05
Rela&ntilde;o Gil, Jos&eacute; ==> 1.45252638767e-05
Adcock, John E. ==> 4.62551944843e-05
Crouch, Dick ==> 1.54327246929e-05
Ono, Kotaro ==> 3.45314164783e-05
Boves, Louis ==> 1.46968611839e-05
Zhao, Shanheng ==> 6.55931887897e-05
Jaeger, Efrat ==> 1.56319256459e-05
Zuidema, Willem ==> 8.5385046117e-05
Li, Xiao-Li ==> 5.46830256164e-05
Utka, Andrius ==> 1.71967453176e-05
Smith, Jonathan L. ==> 4.86359387022e-05
Gao, Helena Hong ==> 1.87034076549e-05
Echizen-ya, Hiroshi ==> 7.21619692486e-05
Zaslavskiy, Mikhail ==> 2.45737287112e-05
Jung, Youngim ==> 1.83421486364e-05
Bontcheva, Kalina ==> 0.000415334129449
Popov, Borislav ==> 2.13783905311e-05
Park, Jihyun ==> 2.14239380072e-05
Huang, Jui-Ting ==> 1.65215288664e-05
Liu, Yi ==> 0.000132541868667
Chen, Keh-Jiann ==> 0.000367780763502
Basile, Pierpaolo ==> 4.00568857353e-05
Tan, Yee Fan ==> 6.60639036368e-05
Weiner, E. Judith ==> 2.27325438901e-05
Bouillon, Pierrette ==> 0.000279574371574
Cowan, Rosa ==> 2.32943347536e-05
Graehl, Jonathan ==> 0.000601134104706
Marino, Andrea ==> 3.2537455864e-05
Firzlaff, Beate ==> 3.21504679454e-05
Rapp, Reinhard ==> 0.000374464404301
Rosa, Rudolf ==> 2.33176957755e-05
Jung, Sangkeun ==> 4.31992081687e-05
Struble, Craig A. ==> 1.64573145984e-05
Pages, Pascale ==> 3.00510482151e-05
Li, Shoushan ==> 0.000119147361752
Tsuei, Wen ==> 1.67211620425e-05
Zhang, J. ==> 2.76765036285e-05
Lu, Qin ==> 0.00025607521178
Oltramari, Alessandro ==> 1.5043729332e-05
Churcher, Gavin E. ==> 1.62960166603e-05
Saravanan, M. ==> 1.99770572098e-05
Robaldo, Livio ==> 7.59319548919e-05
Esch, Dietmar ==> 1.67796957734e-05
Papegaaij, B. C. ==> 1.39919974571e-05
Neumann, G&uuml;nter ==> 0.000305358896722
Nowson, Scott ==> 2.55125791119e-05
Schweitzer, Antje ==> 1.67588639527e-05
Fujita, Sanae ==> 0.000240242013449
Xu, Weiran ==> 3.59635927347e-05
Morimoto, Tsuyoshi ==> 5.85690471953e-05
Arimoto, Yoshiko ==> 2.19013162033e-05
Lau, Jey Han ==> 6.96468359169e-05
Niessen, Sonja ==> 0.000161305459323
Berthouzoz, Cathy ==> 3.74928477818e-05
Nogami, Masaru ==> 4.71002311715e-05
Azzam, Saliha ==> 0.000205859083724
Csirik, J&aacute;nos ==> 0.000217116858717
Kessler, Jason ==> 4.97743636173e-05
Liu, Yuanchao ==> 1.79941557754e-05
Fawcett, Brenda ==> 1.96751934056e-05
Peychev, Deyan ==> 1.73872710355e-05
Merialdo, Bernard ==> 0.000229064317694
Fried-Oken, Melanie ==> 8.10802259614e-05
Gaussier, Eric ==> 0.00031055381445
Natarajan, Prem ==> 3.90270267587e-05
Cohen, Ariel ==> 4.07788238412e-05
Minel, Jean-Luc ==> 5.68550411096e-05
Tanner, Troy ==> 1.90135272845e-05
Nishida, Fujio ==> 8.59210337507e-05
van den Bosch, Antal ==> 0.000522513084121
Tipper, Neil ==> 5.33413845194e-05
Wu, Xihong ==> 9.25964642333e-05
Kelly, Maria ==> 2.93579944667e-05
Maritxalar, Montse ==> 6.11599388589e-05
Daniels, Jody J. ==> 2.34227444894e-05
Hodosh, Micah ==> 3.83168513758e-05
Rakotonanahary, Nirina ==> 1.86291977984e-05
Hong, Gumwon ==> 7.18211616412e-05
Ando, Sachiko ==> 1.70738833968e-05
McKenzie, Ashley ==> 2.93251327438e-05
Michiels, Archibald ==> 4.96361600865e-05
Bree, D. S. ==> 3.13547957105e-05
Kiyota, Yoji ==> 5.04415467656e-05
Lesea, Karen ==> 1.42954058057e-05
Drozd, Janus ==> 1.37944309677e-05
Naughton, Martina ==> 3.04346347634e-05
Young, Mark A. ==> 2.3785063663e-05
Johansson, Richard ==> 0.000677816746409
Stevenson, Mark ==> 0.000436804584321
Climent, Salvador ==> 3.45706620781e-05
Watanabe, Takao ==> 2.02028395183e-05
Vidal, Enrique ==> 0.000192770339847
Pennell, Deana ==> 3.70149741108e-05
Dou, Qing ==> 4.64683451043e-05
Yang, Fan ==> 0.0001066474617
Popelinsky, Lubos ==> 1.88218967722e-05
Lin, Qian-Xiang ==> 3.4511849929e-05
Safier, Scott ==> 3.25877039458e-05
Dellert, Johannes ==> 5.68640517679e-05
Gonz&aacute;lez, Jorge ==> 2.83514116012e-05
Cowan, Brooke ==> 0.000691980208148
Giouli, Voula ==> 1.98203387709e-05
Peretz, Ariel ==> 1.86257380237e-05
Berg, Alexander C. ==> 3.23097800045e-05
Ligozat, Gerard ==> 3.09746857595e-05
Friedman, Lauren ==> 1.36096309311e-05
Dong, Zhendong ==> 3.82303966204e-05
Shwartz, Steven P. ==> 1.61205299608e-05
Deschamp, Philippe ==> 3.36300661235e-05
Kreidlin, Leonid ==> 2.51584292632e-05
Tang, Rong ==> 2.33565397578e-05
Mao, Tingting ==> 3.0814029884e-05
Tsukawaki, Sachiyo ==> 2.40232799013e-05
Wu, Xianchao ==> 0.000111409292128
Chang, Yu-Chia ==> 3.15801840756e-05
Krishna, Madhav ==> 3.28897525922e-05
Ghayoomi, Masood ==> 2.45683178703e-05
Broglio, John ==> 1.90482050635e-05
Shrivastava, Manish ==> 5.1349733922e-05
Goodman, Michael Wayne ==> 3.81018569227e-05
Zhou, Joe F. ==> 3.92151396627e-05
Gerlach, Michael ==> 5.958517917e-05
Rubino, Francesco ==> 2.18103376581e-05
Martin, David ==> 7.16109700498e-05
Liu, Jingjing ==> 7.7498563094e-05
Rats, M. M. M. ==> 1.47136975203e-05
Teh, Yee Whye ==> 8.59112423077e-05
Charniak, Eugene ==> 0.00270607211226
Socher, Richard ==> 3.70493114954e-05
Remondeau, Christophe ==> 2.13587531285e-05
Martin, Scott ==> 5.87217628169e-05
Marmorshtein, Efrat ==> 5.94880472647e-05
Godard, Daniele ==> 2.98467221432e-05
Gao, Zhao-Ming ==> 3.27777851497e-05
Guo, Cheng-Ming ==> 5.85411179999e-05
Nishikimi, Mikiko ==> 3.19300286431e-05
Huiming, Duan ==> 1.65728856467e-05
Goyal, Amit ==> 0.00019827056538
Herring, Joshua ==> 2.12119688988e-05
Santos Jr., Eugene ==> 2.84309857089e-05
Kane, Matthew ==> 2.1685959995e-05
Lei, Chen ==> 3.94914669116e-05
Mills, Greg J. ==> 2.14075776333e-05
Ouyang, Shixiao ==> 1.53501473193e-05
Mart&iacute;nez-Gonz&aacute;lez, Beatriz ==> 3.04334582577e-05
Povey, D. ==> 1.67348901729e-05
Elhadad, Michael ==> 0.000758366930019
Hutchinson, Brian ==> 2.94234796132e-05
Geertzen, Jeroen ==> 5.32226905765e-05
Finch, Rebecca ==> 1.73097240792e-05
Erell, Adoram ==> 3.12306392451e-05
Cooper, Chris ==> 2.61295994208e-05
Kumar, Arun ==> 2.21642461646e-05
Kobsa, Alfred ==> 5.86321115334e-05
Terenziani, Paolo ==> 2.25927796332e-05
Corbin, Harold ==> 1.57428406917e-05
Ng, Raymond T. ==> 0.000133159199491
Multari, Annarosa ==> 4.47546509101e-05
Alexander, Dorcas ==> 2.6167585681e-05
Nitta, Yoshihiko ==> 0.000139621405805
Sagalova, Irina ==> 2.08934099322e-05
Shi, Shuming ==> 4.86672338839e-05
Mahajan, Milind ==> 3.70290743091e-05
Ishikawa, Hiroshi ==> 1.69873282522e-05
Bar-Haim, Roy ==> 0.00013206017369
Takechi, Mineki ==> 3.36810189277e-05
Vivaldi, Jorge ==> 1.53778470867e-05
Nakanishi, Ryuichi ==> 1.70738833968e-05
Castelfranchi, Cristiano ==> 3.0672681332e-05
Benamara, Farah ==> 6.69024798825e-05
Song, Yu ==> 3.20661881684e-05
Federici, Stefano ==> 4.1741395384e-05
Fish, Randall ==> 2.0714407457e-05
Denoyer, Ludovic ==> 7.87649354825e-05
Singh, Akshay ==> 2.11034622684e-05
Defrise, Christine ==> 1.89872907905e-05
Phillips, William ==> 4.58044602401e-05
Xu, Jun ==> 3.92420325204e-05
Ercegov&ccaron;evi&cacute;, Milo&scaron; ==> 1.46843793751e-05
Winterboer, Andi ==> 1.90122958927e-05
Dohsaka, Kohji ==> 0.000134844157249
Suzuki, Hisami ==> 0.00033109560728
Crist, L. ==> 1.71908136026e-05
van Erp, Marieke ==> 2.25663745871e-05
Tamoto, M. ==> 2.62158699529e-05
Tiberius, Carole ==> 2.62841704454e-05
Hashim, Raza ==> 1.89939485312e-05
Crego, Josep Maria ==> 0.000104835678952
Brun, Yuriy ==> 2.00543259205e-05
Atlam, El-Sayed ==> 1.4649333291e-05
Asadi, Ayman ==> 1.6711079412e-05
Passantino, Marissa ==> 2.38085034843e-05
Bartolini, Roberto ==> 4.97774930243e-05
Hashimoto, Kei ==> 3.0324319164e-05
Stubbe, Andrea ==> 1.78084817991e-05
Franzen, Kristofer ==> 4.14671705009e-05
Lo, David ==> 2.23052550642e-05
Lauer, Mark ==> 7.83505850525e-05
